harga,kota,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
780000000.0,Bogor,Ciomas,116.0,85.0,3.0,2.0
600000000.0,Bogor,Ciomas,66.0,56.0,3.0,2.0
600000000.0,Bogor,Ciomas,66.0,56.0,3.0,2.0
1440000000.0,Bogor,Ciomas,126.0,180.0,4.0,3.0
780000000.0,Bogor,Ciomas,116.0,85.0,3.0,2.0
780000000.0,Bogor,Ciomas,116.0,85.0,3.0,2.0
780000000.0,Bogor,Ciomas,116.0,85.0,3.0,2.0
555000000.0,Bogor,Ciomas,96.0,80.0,2.0,2.0
1350000000.0,Bogor,Ciomas,94.0,96.0,3.0,2.0
530000000.0,Bogor,Gunung Sindur,70.0,36.0,2.0,1.0
930000000.0,Bogor,Gunung Sindur,84.0,39.0,2.0,1.0
900000000.0,Bogor,Gunung Sindur,81.0,45.0,2.0,1.0
1080000000.0,Bogor,Gunung Sindur,104.0,60.0,2.0,2.0
500000000.0,Bogor,Gunung Sindur,68.0,36.0,2.0,1.0
1080000000.0,Bogor,Gunung Sindur,60.0,65.0,2.0,2.0
930000000.0,Bogor,Gunung Sindur,84.0,39.0,2.0,1.0
1080000000.0,Bogor,Gunung Sindur,104.0,60.0,2.0,2.0
960000000.0,Bogor,Gunung Sindur,81.0,51.0,3.0,2.0
1400000000.0,Bogor,Gunung Sindur,120.0,98.0,4.0,4.0
500000000.0,Bogor,Gunung Sindur,68.0,36.0,2.0,1.0
900000000.0,Bogor,Gunung Sindur,81.0,45.0,2.0,1.0
1150000000.0,Bogor,Gunung Sindur,94.0,70.0,3.0,2.0
1400000000.0,Bogor,Gunung Sindur,120.0,98.0,4.0,4.0
1080000000.0,Bogor,Gunung Sindur,60.0,65.0,2.0,2.0
930000000.0,Bogor,Gunung Sindur,84.0,39.0,2.0,1.0
900000000.0,Bogor,Gunung Sindur,81.0,45.0,2.0,1.0
1150000000.0,Bogor,Gunung Sindur,94.0,70.0,3.0,2.0
530000000.0,Bogor,Gunung Sindur,70.0,36.0,2.0,1.0
599000000.0,Bogor,Gunung Sindur,90.0,36.0,2.0,2.0
1400000000.0,Bogor,Gunung Sindur,120.0,98.0,4.0,4.0
500000000.0,Bogor,Gunung Sindur,68.0,36.0,2.0,1.0
1080000000.0,Bogor,Gunung Sindur,60.0,65.0,2.0,2.0
930000000.0,Bogor,Gunung Sindur,39.0,84.0,2.0,1.0
900000000.0,Bogor,Gunung Sindur,81.0,45.0,2.0,1.0
530000000.0,Bogor,Gunung Sindur,70.0,36.0,2.0,1.0
530000000.0,Bogor,Gunung Sindur,70.0,36.0,2.0,1.0
530000000.0,Bogor,Gunung Sindur,70.0,36.0,2.0,1.0
500000000.0,Bogor,Gunung Sindur,68.0,36.0,2.0,1.0
1080000000.0,Bogor,Gunung Sindur,60.0,65.0,2.0,2.0
930000000.0,Bogor,Gunung Sindur,84.0,39.0,2.0,1.0
900000000.0,Bogor,Gunung Sindur,81.0,45.0,2.0,1.0
960000000.0,Bogor,Gunung Sindur,81.0,51.0,3.0,2.0
1400000000.0,Bogor,Gunung Sindur,120.0,98.0,4.0,4.0
530000000.0,Bogor,Gunung Sindur,70.0,36.0,2.0,1.0
1080000000.0,Bogor,Gunung Sindur,104.0,60.0,2.0,2.0
1150000000.0,Bogor,Gunung Sindur,94.0,70.0,3.0,2.0
800000000.0,Bogor,Gunung Sindur,72.0,39.0,2.0,1.0
637000000.0,Bogor,Gunung Sindur,65.0,60.0,3.0,2.0
755000000.0,Bogor,Gunung Sindur,78.0,60.0,3.0,2.0
685000000.0,Bogor,Gunung Sindur,64.0,60.0,3.0,2.0
438000000.0,Bogor,Gunung Sindur,60.0,35.0,2.0,1.0
438000000.0,Bogor,Gunung Sindur,63.0,36.0,2.0,1.0
1090000000.0,Bogor,Gunung Sindur,65.0,87.0,3.0,2.0
570000000.0,Bogor,Gunung Sindur,90.0,80.0,3.0,2.0
435000000.0,Bogor,Gunung Sindur,60.0,36.0,2.0,1.0
960000000.0,Bogor,Gunung Sindur,60.0,94.0,2.0,2.0
466000000.0,Bogor,Gunung Sindur,60.0,40.0,2.0,1.0
400000000.0,Bogor,Gunung Sindur,60.0,40.0,2.0,1.0
400000000.0,Bogor,Gunung Sindur,60.0,40.0,2.0,1.0
400000000.0,Bogor,Gunung Sindur,60.0,40.0,2.0,1.0
500000000.0,Bogor,Bojong Gede,83.0,45.0,2.0,1.0
1620000000.0,Bogor,Bojong Gede,104.0,180.0,5.0,2.0
375000000.0,Bogor,Bojong Gede,60.0,45.0,2.0,1.0
1620000000.0,Bogor,Bojong Gede,104.0,180.0,5.0,2.0
810000000.0,Bogor,Bojong Gede,105.0,45.0,2.0,1.0
1140000000.0,Bogor,Bojong Gede,84.0,76.0,3.0,2.0
1080000000.0,Bogor,Bojong Gede,84.0,84.0,3.0,2.0
195000000.0,Bogor,Bojong Gede,40.0,36.0,2.0,1.0
500000000.0,Bogor,Bojong Gede,75.0,38.0,2.0,1.0
100000000.0,Bogor,Bojong Gede,55.0,36.0,2.0,1.0
275000000.0,Bogor,Bojong Gede,60.0,40.0,2.0,1.0
400000000.0,Bogor,Bojong Gede,84.0,45.0,2.0,1.0
400000000.0,Bogor,Bojong Gede,84.0,45.0,2.0,1.0
456000000.0,Bogor,Bojong Gede,72.0,39.0,2.0,1.0
473000000.0,Bogor,Bojong Gede,72.0,36.0,2.0,1.0
275000000.0,Bogor,Bojong Gede,60.0,40.0,2.0,1.0
275000000.0,Bogor,Bojong Gede,60.0,40.0,2.0,1.0
160000000.0,Bogor,Bojong Gede,42.0,42.0,2.0,1.0
399000000.0,Bogor,Bojong Gede,60.0,40.0,2.0,1.0
225000000.0,Bogor,Bojong Gede,60.0,36.0,2.0,1.0
790000000.0,Bogor,Bojong Gede,150.0,147.0,4.0,4.0
150000000.0,Bogor,Bojong Gede,55.0,36.0,2.0,1.0
437000000.0,Bogor,Bojong Gede,113.0,36.0,2.0,1.0
250000000.0,Bogor,Bojong Gede,60.0,55.0,2.0,1.0
125000000.0,Bogor,Bojong Gede,30.0,30.0,2.0,1.0
135000000.0,Bogor,Bojong Gede,38.0,38.0,2.0,1.0
100000000.0,Bogor,Bojong Gede,55.0,36.0,2.0,1.0
150000000.0,Bogor,Bojong Gede,40.0,40.0,2.0,1.0
100000000.0,Bogor,Bojong Gede,55.0,36.0,2.0,1.0
172000000.0,Bogor,Bojong Gede,45.0,45.0,2.0,1.0
2400000000.0,Bogor,Kedung Halang,153.0,200.0,4.0,3.0
650000000.0,Bogor,Kedung Halang,66.0,33.0,2.0,1.0
1700000000.0,Bogor,Kedung Halang,84.0,96.0,2.0,2.0
650000000.0,Bogor,Kedung Halang,66.0,33.0,2.0,1.0
800000000.0,Bogor,Kedung Halang,101.0,45.0,3.0,2.0
840000000.0,Bogor,Tapos,84.0,48.0,2.0,1.0
945000000.0,Bogor,Tapos,105.0,60.0,2.0,1.0
1020000000.0,Bogor,Tapos,86.0,50.0,2.0,1.0
1080000000.0,Bogor,Cibinong,84.0,84.0,3.0,2.0
699000000.0,Bogor,Cibinong,88.0,40.0,2.0,1.0
810000000.0,Bogor,Cibinong,105.0,45.0,2.0,1.0
1380000000.0,Bogor,Cibinong,105.0,150.0,3.0,2.0
699000000.0,Bogor,Cibinong,88.0,40.0,2.0,1.0
1500000000.0,Bogor,Cibinong,164.0,104.0,3.0,3.0
1080000000.0,Bogor,Cibinong,84.0,84.0,3.0,2.0
810000000.0,Bogor,Cibinong,105.0,45.0,2.0,1.0
1080000000.0,Bogor,Cibinong,84.0,84.0,3.0,2.0
780000000.0,Bogor,Cibinong,98.0,68.0,3.0,1.0
800000000.0,Bogor,Cibinong,96.0,71.0,2.0,1.0
840000000.0,Bogor,Cibinong,90.0,180.0,3.0,4.0
699000000.0,Bogor,Cibinong,88.0,40.0,2.0,1.0
650000000.0,Bogor,Cibinong,88.0,53.0,2.0,1.0
1140000000.0,Bogor,Cibinong,84.0,76.0,3.0,2.0
1140000000.0,Bogor,Cibinong,84.0,76.0,3.0,2.0
1380000000.0,Bogor,Cibinong,105.0,150.0,3.0,2.0
1080000000.0,Bogor,Cibinong,84.0,84.0,3.0,2.0
1140000000.0,Bogor,Cibinong,84.0,76.0,3.0,2.0
1140000000.0,Bogor,Cibinong,84.0,76.0,3.0,2.0
1380000000.0,Bogor,Cibinong,105.0,150.0,3.0,2.0
1620000000.0,Bogor,Cibinong,104.0,180.0,5.0,2.0
810000000.0,Bogor,Cibinong,105.0,45.0,2.0,1.0
695000000.0,Bogor,Cibinong,82.0,45.0,2.0,1.0
450000000.0,Bogor,Cibinong,72.0,72.0,2.0,1.0
850000000.0,Bogor,Cibinong,131.0,177.0,3.0,1.0
655000000.0,Bogor,Cibinong,78.0,36.0,2.0,1.0
545000000.0,Bogor,Cibinong,68.0,36.0,2.0,1.0
2000000000.0,Bogor,Cibinong,144.0,300.0,4.0,4.0
649000000.0,Bogor,Cibinong,68.0,36.0,2.0,1.0
2900000000.0,Bogor,Cibinong,530.0,270.0,3.0,4.0
688000000.0,Bogor,Cibinong,74.0,36.0,2.0,1.0
1350000000.0,Bogor,Cibinong,94.0,96.0,3.0,2.0
400000000.0,Bogor,Cibinong,80.0,48.0,2.0,1.0
200000000.0,Bogor,Cibinong,72.0,36.0,2.0,1.0
575000000.0,Bogor,Cibinong,88.0,55.0,3.0,2.0
1500000000.0,Bogor,Cibinong,200.0,400.0,4.0,3.0
644000000.0,Bogor,Cibinong,76.0,36.0,2.0,1.0
500000000.0,Bogor,Cibinong,60.0,54.0,3.0,2.0
600000000.0,Bogor,Cibinong,70.0,54.0,3.0,2.0
400000000.0,Bogor,Cibinong,61.0,40.0,2.0,1.0
400000000.0,Bogor,Cibinong,61.0,40.0,2.0,1.0
560000000.0,Bogor,Cibinong,64.0,40.0,2.0,1.0
600000000.0,Bogor,Cibinong,70.0,54.0,3.0,2.0
655000000.0,Bogor,Cibinong,78.0,36.0,2.0,1.0
500000000.0,Bogor,Cibinong,60.0,54.0,3.0,2.0
600000000.0,Bogor,Cibinong,70.0,54.0,3.0,2.0
999000000.0,Bogor,Cibinong,72.0,90.0,3.0,2.0
750000000.0,Bogor,Cibinong,105.0,90.0,3.0,2.0
185000000.0,Bogor,Cibinong,50.0,36.0,2.0,1.0
500000000.0,Bogor,Cibinong,60.0,54.0,3.0,2.0
590000000.0,Bogor,Cibinong,72.0,45.0,2.0,1.0
599000000.0,Bogor,Cibinong,72.0,45.0,2.0,1.0
514000000.0,Bogor,Cibinong,72.0,42.0,2.0,1.0
624000000.0,Bogor,Cibinong,84.0,48.0,2.0,1.0
624000000.0,Bogor,Cibinong,84.0,48.0,2.0,1.0
494000000.0,Bogor,Cibinong,69.0,41.0,2.0,1.0
594000000.0,Bogor,Cibinong,72.0,45.0,2.0,1.0
499000000.0,Bogor,Cibinong,63.0,41.0,2.0,1.0
499000000.0,Bogor,Cibinong,63.0,41.0,2.0,1.0
599000000.0,Bogor,Cibinong,72.0,45.0,2.0,1.0
599000000.0,Bogor,Cibinong,72.0,45.0,2.0,1.0
1100000000.0,Bogor,Cibinong,84.0,84.0,3.0,2.0
600000000.0,Bogor,Cibinong,77.0,36.0,2.0,1.0
470000000.0,Bogor,Cibinong,147.0,40.0,2.0,1.0
470000000.0,Bogor,Cibinong,147.0,40.0,2.0,1.0
780000000.0,Bogor,Sentul,105.0,55.0,2.0,1.0
700000000.0,Bogor,Sentul,90.0,80.0,3.0,3.0
650000000.0,Bogor,Sentul,66.0,33.0,2.0,1.0
1350000000.0,Bogor,Sentul,135.0,90.0,4.0,3.0
1350000000.0,Bogor,Sentul,94.0,96.0,3.0,2.0
4000000000.0,Bogor,Sentul,377.0,277.0,3.0,2.0
5000000000.0,Bogor,Sentul,746.0,369.0,4.0,4.0
7500000000.0,Bogor,Sentul,1720.0,700.0,4.0,3.0
770000000.0,Bogor,Sentul,77.0,60.0,3.0,2.0
5200000000.0,Bogor,Sentul,983.0,1200.0,5.0,4.0
1500000000.0,Bogor,Sukaraja,144.0,150.0,3.0,3.0
2400000000.0,Bogor,Sukaraja,153.0,200.0,4.0,3.0
650000000.0,Bogor,Sukaraja,66.0,33.0,2.0,1.0
650000000.0,Bogor,Sukaraja,66.0,33.0,2.0,1.0
650000000.0,Bogor,Sukaraja,66.0,33.0,2.0,1.0
1440000000.0,Bogor,Sukaraja,90.0,110.0,3.0,2.0
1890000000.0,Bogor,Sukaraja,112.0,110.0,2.0,3.0
2380000000.0,Bogor,Sukaraja,144.0,136.0,2.0,3.0
1980000000.0,Bogor,Tanah Sareal,120.0,155.0,6.0,3.0
7000000000.0,Bogor,Tanah Sareal,940.0,450.0,7.0,5.0
2040000000.0,Bogor,Tanah Sareal,180.0,120.0,4.0,3.0
1980000000.0,Bogor,Tanah Sareal,120.0,155.0,6.0,3.0
1440000000.0,Bogor,Tanah Sareal,198.0,150.0,4.0,2.0
1980000000.0,Bogor,Tanah Sareal,120.0,155.0,6.0,3.0
1440000000.0,Bogor,Tanah Sareal,198.0,150.0,4.0,2.0
1440000000.0,Bogor,Tanah Sareal,198.0,150.0,4.0,2.0
1980000000.0,Bogor,Tanah Sareal,120.0,155.0,6.0,3.0
1440000000.0,Bogor,Tanah Sareal,198.0,150.0,4.0,2.0
2000000000.0,Bogor,Tanah Sareal,198.0,230.0,5.0,2.0
587000000.0,Bogor,Tanah Sareal,60.0,60.0,3.0,1.0
500000000.0,Bogor,Tanah Sareal,78.0,50.0,2.0,1.0
1350000000.0,Bogor,Tanah Sareal,94.0,96.0,3.0,2.0
630000000.0,Bogor,Tanah Sareal,36.0,90.0,2.0,1.0
5000000000.0,Bogor,Tanah Sareal,808.0,350.0,4.0,2.0
633000000.0,Bogor,Tanah Sareal,72.0,36.0,2.0,1.0
4320000000.0,Bogor,Tanah Sareal,216.0,307.0,4.0,4.0
3550000000.0,Bogor,Tanah Sareal,180.0,249.0,4.0,3.0
569000000.0,Bogor,Tanah Sareal,82.0,70.0,4.0,2.0
467000000.0,Bogor,Tanah Sareal,60.0,49.0,2.0,2.0
570000000.0,Bogor,Tanah Sareal,82.0,70.0,4.0,2.0
2400000000.0,Bogor,Ciparigi,153.0,200.0,4.0,3.0
2400000000.0,Bogor,Ciparigi,153.0,200.0,4.0,3.0
2400000000.0,Bogor,Ciparigi,153.0,200.0,4.0,3.0
2400000000.0,Bogor,Ciparigi,153.0,200.0,4.0,3.0
2500000000.0,Bogor,Ciparigi,270.0,250.0,5.0,4.0
2040000000.0,Bogor,Mulyaharja,180.0,120.0,4.0,3.0
2040000000.0,Bogor,Katulampa,128.0,200.0,3.0,3.0
2040000000.0,Bogor,Katulampa,128.0,200.0,3.0,3.0
2040000000.0,Bogor,Katulampa,128.0,200.0,3.0,3.0
2040000000.0,Bogor,Katulampa,128.0,200.0,3.0,3.0
1100000000.0,Bogor,Katulampa,84.0,155.0,3.0,2.0
1440000000.0,Bogor,Bogor Barat,126.0,180.0,4.0,3.0
1440000000.0,Bogor,Bogor Barat,126.0,180.0,4.0,3.0
1440000000.0,Bogor,Bogor Barat,198.0,150.0,4.0,2.0
780000000.0,Bogor,Bogor Barat,116.0,85.0,3.0,2.0
1980000000.0,Bogor,Bogor Barat,120.0,155.0,6.0,3.0
1440000000.0,Bogor,Bogor Barat,126.0,180.0,4.0,3.0
1000000000.0,Bogor,Bogor Barat,309.0,300.0,7.0,6.0
1350000000.0,Bogor,Bogor Barat,94.0,96.0,3.0,2.0
530000000.0,Bogor,Bogor Barat,64.0,54.0,3.0,2.0
784000000.0,Bogor,Bogor Barat,90.0,80.0,3.0,3.0
4500000000.0,Bogor,Bogor Barat,366.0,450.0,4.0,4.0
12500000000.0,Bogor,Bogor Barat,502.0,430.0,4.0,3.0
3600000000.0,Bogor,Bogor Barat,625.0,350.0,4.0,4.0
890000000.0,Bogor,Cibubur,60.0,55.0,2.0,2.0
810000000.0,Bogor,Cibubur,90.0,45.0,2.0,1.0
630000000.0,Bogor,Cibubur,84.0,70.0,2.0,1.0
2550000000.0,Bogor,Cibubur,165.0,160.0,3.0,3.0
468000000.0,Bogor,Cibubur,109.0,90.0,3.0,2.0
1350000000.0,Bogor,Cibubur,94.0,96.0,3.0,2.0
570000000.0,Bogor,Cibubur,69.0,72.0,2.0,1.0
3800000000.0,Bogor,Cibubur,230.0,300.0,4.0,2.0
3800000000.0,Bogor,Cibubur,230.0,300.0,4.0,2.0
3000000000.0,Bogor,Cibubur,215.0,200.0,3.0,2.0
2000000000.0,Bogor,Cibubur,120.0,160.0,3.0,3.0
2400000000.0,Bogor,Cibubur,200.0,150.0,2.0,2.0
388000000.0,Bogor,Cibubur,120.0,50.0,2.0,1.0
4600000000.0,Bogor,Cibubur,180.0,237.0,4.0,3.0
546000000.0,Bogor,Cibubur,60.0,30.0,2.0,1.0
1000000000.0,Bogor,Cibubur,168.0,155.0,5.0,2.0
1680000000.0,Bogor,Gunung Putri,186.0,110.0,3.0,2.0
2550000000.0,Bogor,Gunung Putri,165.0,160.0,3.0,3.0
2550000000.0,Bogor,Gunung Putri,165.0,160.0,3.0,3.0
1680000000.0,Bogor,Gunung Putri,200.0,90.0,3.0,2.0
1680000000.0,Bogor,Gunung Putri,186.0,110.0,3.0,2.0
2550000000.0,Bogor,Gunung Putri,165.0,160.0,3.0,3.0
1680000000.0,Bogor,Gunung Putri,186.0,110.0,3.0,2.0
2550000000.0,Bogor,Gunung Putri,165.0,160.0,3.0,3.0
1680000000.0,Bogor,Gunung Putri,200.0,90.0,3.0,2.0
1680000000.0,Bogor,Gunung Putri,186.0,110.0,3.0,2.0
1680000000.0,Bogor,Gunung Putri,186.0,110.0,3.0,2.0
1680000000.0,Bogor,Gunung Putri,200.0,90.0,3.0,2.0
1350000000.0,Bogor,Gunung Putri,94.0,96.0,3.0,2.0
1400000000.0,Bogor,Gunung Putri,120.0,100.0,4.0,3.0
13000000000.0,Bogor,Cilendek Barat,1000.0,276.0,4.0,4.0
2040000000.0,Bogor,Tamansari,180.0,120.0,4.0,3.0
275000000.0,Bogor,Tamansari,60.0,36.0,2.0,1.0
275000000.0,Bogor,Tamansari,60.0,36.0,2.0,1.0
1680000000.0,Bogor,Kota Wisata,200.0,90.0,3.0,2.0
5000000000.0,Bogor,Kota Wisata,330.0,525.0,4.0,4.0
1500000000.0,Bogor,Kota Wisata,128.0,99.0,3.0,2.0
1450000000.0,Bogor,Kota Wisata,120.0,90.0,3.0,2.0
2650000000.0,Bogor,Kota Wisata,200.0,240.0,3.0,2.0
1350000000.0,Bogor,Kota Wisata,94.0,96.0,3.0,2.0
3500000000.0,Bogor,Kota Wisata,300.0,350.0,4.0,3.0
1250000000.0,Bogor,Kota Wisata,105.0,110.0,3.0,2.0
1600000000.0,Bogor,Kota Wisata,144.0,170.0,4.0,3.0
1450000000.0,Bogor,Kota Wisata,105.0,140.0,3.0,2.0
10000000000.0,Bogor,Kota Wisata,577.0,600.0,5.0,4.0
3800000000.0,Bogor,Kota Wisata,220.0,300.0,5.0,3.0
3800000000.0,Bogor,Kota Wisata,220.0,300.0,5.0,3.0
3500000000.0,Bogor,Kota Wisata,375.0,400.0,4.0,3.0
1450000000.0,Bogor,Kota Wisata,105.0,140.0,3.0,2.0
1030000000.0,Bogor,Kota Wisata,105.0,70.0,2.0,1.0
1200000000.0,Bogor,Kota Wisata,105.0,120.0,3.0,2.0
2950000000.0,Bogor,Kota Wisata,200.0,200.0,4.0,4.0
2650000000.0,Bogor,Kota Wisata,160.0,232.0,4.0,3.0
1700000000.0,Bogor,Kota Wisata,144.0,220.0,4.0,2.0
1700000000.0,Bogor,Kota Wisata,144.0,220.0,4.0,2.0
1200000000.0,Bogor,Kota Wisata,105.0,120.0,3.0,3.0
700000000.0,Bogor,Kota Wisata,90.0,45.0,2.0,1.0
699000000.0,Bogor,Kota Wisata,90.0,45.0,2.0,1.0
4100000000.0,Bogor,Kota Wisata,180.0,237.0,4.0,4.0
7600000000.0,Bogor,Kota Wisata,300.0,381.0,4.0,4.0
8300000000.000001,Bogor,Kota Wisata,315.0,381.0,4.0,4.0
6300000000.0,Bogor,Kota Wisata,240.0,333.0,4.0,4.0
1150000000.0,Bogor,Kota Wisata,105.0,45.0,2.0,1.0
4600000000.0,Bogor,Kota Wisata,180.0,237.0,4.0,3.0
900000000.0,Bogor,Bojongsari,81.0,81.0,3.0,1.0
1350000000.0,Bogor,Bojongsari,94.0,96.0,3.0,2.0
900000000.0,Bogor,Bojongsari,70.0,90.0,3.0,2.0
1440000000.0,Bogor,Curug,126.0,180.0,4.0,3.0
1440000000.0,Bogor,Curug,126.0,180.0,4.0,3.0
755000000.0,Bogor,Curug,78.0,60.0,3.0,2.0
785000000.0,Bogor,Curug,85.0,60.0,3.0,2.0
685000000.0,Bogor,Curug,64.0,60.0,3.0,2.0
830000000.0,Bogor,Curug,112.0,75.0,3.0,2.0
830000000.0,Bogor,Curug,112.0,75.0,3.0,2.0
725000000.0,Bogor,Babakan Madang,84.0,36.0,2.0,1.0
1620000000.0,Bogor,Bojong,104.0,180.0,5.0,2.0
400000000.0,Bogor,Bojong,72.0,36.0,2.0,1.0
280000000.0,Bogor,Bojong,50.0,40.0,2.0,1.0
495000000.0,Bogor,Bojong,96.0,50.0,2.0,1.0
780000000.0,Bogor,Cimahpar,105.0,55.0,2.0,1.0
780000000.0,Bogor,Cimahpar,105.0,55.0,2.0,1.0
2600000000.0,Bogor,Tanah Baru,350.0,370.0,4.0,4.0
1650000000.0,Bogor,Tanah Baru,154.0,100.0,3.0,1.0
1350000000.0,Bogor,Tanah Baru,94.0,96.0,3.0,2.0
975000000.0,Bogor,Tanah Baru,148.0,140.0,3.0,2.0
975000000.0,Bogor,Tanah Baru,148.0,140.0,3.0,2.0
992000000.0,Bogor,Tanah Baru,75.0,84.0,2.0,2.0
2040000000.0,Bogor,Bogor Nirwana Residence,180.0,120.0,4.0,3.0
2040000000.0,Bogor,Bogor Nirwana Residence,180.0,120.0,4.0,3.0
1000000000.0,Bogor,Bogor Nirwana Residence,210.0,67.0,2.0,2.0
2650000000.0,Bogor,Bogor Nirwana Residence,347.0,303.0,3.0,3.0
3900000000.0,Bogor,Bogor Nirwana Residence,508.0,278.0,4.0,4.0
2040000000.0,Bogor,Tegallega,128.0,200.0,3.0,3.0
798000000.0,Bogor,Parung Panjang,60.0,61.0,2.0,2.0
590000000.0,Bogor,Parung Panjang,60.0,40.0,2.0,2.0
749000000.0,Bogor,Parung Panjang,72.0,48.0,3.0,1.0
674000000.0,Bogor,Parung Panjang,72.0,39.0,2.0,1.0
516000000.0,Bogor,Parung Panjang,60.0,27.0,2.0,1.0
516000000.0,Bogor,Parung Panjang,60.0,27.0,2.0,1.0
655000000.0,Bogor,Parung Panjang,64.0,60.0,3.0,2.0
782000000.0,Bogor,Parung Panjang,60.0,61.0,2.0,2.0
460000000.0,Bogor,Parung Panjang,27.0,60.0,2.0,1.0
800000000.0,Bogor,Parung Panjang,60.0,61.0,2.0,2.0
475000000.0,Bogor,Parung Panjang,72.0,36.0,2.0,1.0
450000000.0,Bogor,Parung Panjang,72.0,36.0,2.0,1.0
400000000.0,Bogor,Parung Panjang,120.0,90.0,2.0,2.0
470000000.0,Bogor,Parung Panjang,147.0,40.0,2.0,1.0
470000000.0,Bogor,Parung Panjang,147.0,40.0,2.0,1.0
168000000.0,Bogor,Parung Panjang,66.0,24.0,1.0,1.0
400000000.0,Bogor,Parung Panjang,60.0,40.0,2.0,1.0
400000000.0,Bogor,Parung Panjang,60.0,40.0,2.0,1.0
500000000.0,Bogor,Cikeas,60.0,48.0,2.0,2.0
1350000000.0,Bogor,Cikeas,94.0,96.0,3.0,2.0
619000000.0,Bogor,Cikeas,90.0,36.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
908000000.0,Bogor,Cikeas,125.0,48.0,2.0,1.0
651000000.0,Bogor,Cikeas,84.0,45.0,2.0,1.0
651000000.0,Bogor,Cikeas,84.0,45.0,2.0,1.0
651000000.0,Bogor,Cikeas,84.0,45.0,2.0,1.0
651000000.0,Bogor,Cikeas,84.0,45.0,2.0,1.0
651000000.0,Bogor,Cikeas,84.0,45.0,2.0,1.0
1070000000.0,Bogor,Cikeas,84.0,95.0,3.0,3.0
535000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
535000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
535000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
661000000.0,Bogor,Cikeas,84.0,40.0,2.0,1.0
1160000000.0,Bogor,Cikeas,84.0,95.0,3.0,3.0
921000000.0,Bogor,Cikeas,125.0,48.0,2.0,1.0
500000000.0,Bogor,Cikeas,72.0,36.0,2.0,1.0
650000000.0,Bogor,Cikeas,90.0,51.0,2.0,1.0
551000000.0,Bogor,Cikeas,70.0,36.0,2.0,1.0
980000000.0,Bogor,Cikeas,125.0,48.0,2.0,1.0
655000000.0,Bogor,Parung,64.0,60.0,3.0,2.0
800000000.0,Bogor,Parung,60.0,42.0,2.0,1.0
1200000000.0,Bogor,Parung,165.0,74.0,3.0,2.0
700000000.0,Bogor,Parung,68.0,62.0,3.0,2.0
1350000000.0,Bogor,Parung,94.0,96.0,3.0,2.0
685000000.0,Bogor,Parung,64.0,60.0,3.0,2.0
514000000.0,Bogor,Parung,60.0,22.0,2.0,1.0
798000000.0,Bogor,Parung,72.0,70.0,3.0,2.0
75000000.0,Bogor,Parung,60.0,30.0,2.0,1.0
455000000.0,Bogor,Parung,65.0,36.0,2.0,1.0
931000000.0,Bogor,Parung,60.0,72.0,2.0,2.0
410000000.0,Bogor,Parung,60.0,36.0,2.0,1.0
900000000.0,Bogor,Parung,70.0,90.0,3.0,2.0
440000000.0,Bogor,Parung,61.0,40.0,2.0,1.0
470000000.0,Bogor,Parung,147.0,40.0,2.0,1.0
470000000.0,Bogor,Parung,147.0,40.0,2.0,1.0
466000000.0,Bogor,Parung,60.0,40.0,2.0,1.0
400000000.0,Bogor,Parung,60.0,40.0,2.0,1.0
400000000.0,Bogor,Parung,60.0,40.0,2.0,1.0
800000000.0,Bogor,Parung,70.0,60.0,3.0,2.0
750000000.0,Bogor,Parung,70.0,60.0,3.0,2.0
450000000.0,Bogor,Cilebut,72.0,36.0,2.0,1.0
390000000.0,Bogor,Cilebut,72.0,45.0,2.0,1.0
400000000.0,Bogor,Cilebut,72.0,36.0,2.0,1.0
330000000.0,Bogor,Cilebut,72.0,60.0,2.0,1.0
300000000.0,Bogor,Cilebut,72.0,60.0,2.0,1.0
265000000.0,Bogor,Cilebut,67.0,36.0,2.0,1.0
499000000.0,Bogor,Cilebut,66.0,41.0,3.0,2.0
225000000.0,Bogor,Cilebut,60.0,36.0,2.0,1.0
2700000000.0,Bogor,Cilebut,180.0,450.0,5.0,5.0
300000000.0,Bogor,Cilebut,72.0,45.0,3.0,1.0
470000000.0,Bogor,Cilebut,147.0,40.0,2.0,1.0
470000000.0,Bogor,Cilebut,147.0,40.0,2.0,1.0
8500000000.0,Bogor,Baranangsiang,1068.0,400.0,3.0,2.0
2500000000.0,Bogor,Baranangsiang,238.0,154.0,3.0,3.0
7400000000.0,Bogor,Baranangsiang,924.0,220.0,3.0,3.0
5400000000.0,Bogor,Baranangsiang,600.0,220.0,3.0,2.0
5400000000.0,Bogor,Baranangsiang,600.0,220.0,3.0,3.0
2000000000.0,Bogor,Baranangsiang,250.0,200.0,6.0,2.0
