harga,kota,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
650000000.0,Depok,Sawangan,119.0,80.0,3.0,1.0
2280000000.0,Depok,Sawangan,110.0,103.0,3.0,3.0
1670000000.0,Depok,Sawangan,96.0,103.0,3.0,2.0
1410000000.0,Depok,Sawangan,84.0,85.0,3.0,2.0
1330000000.0,Depok,Sawangan,84.0,75.0,2.0,2.0
1940000000.0,Depok,Sawangan,106.0,75.0,2.0,2.0
2790000000.0,Depok,Sawangan,129.0,120.0,4.0,4.0
1330000000.0,Depok,Sawangan,84.0,75.0,3.0,3.0
508000000.0,Depok,Sawangan,72.0,45.0,2.0,1.0
1500000000.0,Depok,Sawangan,96.0,103.0,4.0,4.0
583000000.0,Depok,Sawangan,70.0,34.0,2.0,1.0
622000000.0,Depok,Sawangan,52.0,63.0,2.0,2.0
1600000000.0,Depok,Sawangan,230.0,150.0,3.0,3.0
1100000000.0,Depok,Sawangan,92.0,74.0,3.0,2.0
799000000.0,Depok,Sawangan,76.0,66.0,3.0,2.0
590000000.0,Depok,Sawangan,72.0,72.0,3.0,2.0
755000000.0,Depok,Sawangan,75.0,60.0,3.0,2.0
1230000000.0,Depok,Sawangan,121.0,71.0,2.0,2.0
1200000000.0,Depok,Cibubur,98.0,78.0,2.0,3.0
1200000000.0,Depok,Cibubur,98.0,78.0,2.0,3.0
500000000.0,Depok,Cibubur,50.0,30.0,2.0,1.0
699000000.0,Depok,Cibubur,62.0,70.0,3.0,2.0
1800000000.0,Depok,Cibubur,120.0,158.0,3.0,3.0
2600000000.0,Depok,Cibubur,235.0,225.0,3.0,2.0
1200000000.0,Depok,Cibubur,98.0,78.0,2.0,2.0
875000000.0,Depok,Sukatani,70.0,69.0,3.0,2.0
945000000.0,Depok,Sukatani,105.0,60.0,2.0,1.0
660000000.0,Depok,Cipayung,80.0,45.0,2.0,1.0
660000000.0,Depok,Cipayung,80.0,45.0,2.0,1.0
690000000.0,Depok,Cipayung,87.0,45.0,2.0,1.0
350000000.0,Depok,Cipayung,60.0,36.0,3.0,1.0
800000000.0,Depok,Cipayung,109.0,144.0,3.0,3.0
1250000000.0,Depok,Cipayung,128.0,110.0,3.0,1.0
690000000.0,Depok,Cipayung,87.0,45.0,2.0,1.0
950000000.0,Depok,Cipayung,120.0,57.0,2.0,1.0
1800000000.0,Depok,Beji,106.0,150.0,3.0,3.0
2520000000.0,Depok,Beji,150.0,200.0,4.0,3.0
1100000000.0,Depok,Beji,96.0,75.0,3.0,3.0
1150000000.0,Depok,Beji,72.0,80.0,3.0,3.0
1150000000.0,Depok,Beji,72.0,80.0,3.0,3.0
995000000.0,Depok,Beji,72.0,75.0,3.0,2.0
756000000.0,Depok,Beji,60.0,51.0,2.0,2.0
1440000000.0,Depok,Beji,97.0,130.0,3.0,3.0
725000000.0,Depok,Beji,50.0,50.0,2.0,2.0
1350000000.0,Depok,Beji,102.0,120.0,3.0,3.0
950000000.0,Depok,Beji,57.0,72.0,3.0,2.0
1600000000.0,Depok,Beji,100.0,120.0,4.0,3.0
995000000.0,Depok,Beji,72.0,75.0,3.0,2.0
2300000000.0,Depok,Beji,127.0,168.0,5.0,5.0
1400000000.0,Depok,Beji,72.0,120.0,3.0,3.0
1700000000.0,Depok,Beji,100.0,120.0,3.0,3.0
1400000000.0,Depok,Beji,100.0,130.0,3.0,3.0
1700000000.0,Depok,Beji,77.0,140.0,3.0,3.0
995000000.0,Depok,Beji,72.0,75.0,3.0,2.0
1420000000.0,Depok,Beji,86.0,110.0,3.0,3.0
2300000000.0,Depok,Beji,127.0,170.0,4.0,3.0
1950000000.0,Depok,Harjamukti,125.0,136.0,3.0,3.0
770000000.0,Depok,Harjamukti,72.0,42.0,2.0,1.0
1350000000.0,Depok,Harjamukti,300.0,317.0,4.0,4.0
900000000.0,Depok,Margonda,90.0,45.0,2.0,2.0
4200000000.0,Depok,Margonda,194.0,120.0,3.0,4.0
1560000000.0,Depok,Margonda,72.0,90.0,3.0,2.0
1050000000.0,Depok,Margonda,83.0,154.0,5.0,2.0
1560000000.0,Depok,Margonda,115.0,145.0,3.0,3.0
4900000000.0,Depok,Margonda,450.0,250.0,6.0,2.0
1730000000.0,Depok,Margonda,80.0,100.0,3.0,3.0
1200000000.0,Depok,Margonda,80.0,60.0,4.0,3.0
1220000000.0,Depok,Margonda,81.0,80.0,3.0,3.0
4900000000.0,Depok,Margonda,400.0,250.0,6.0,2.0
1000000000.0,Depok,Margonda,100.0,66.0,4.0,4.0
350000000.0,Depok,Depok II,50.0,36.0,2.0,1.0
660000000.0,Depok,Depok II,72.0,72.0,2.0,1.0
1300000000.0,Depok,Depok II,98.0,100.0,3.0,3.0
870000000.0,Depok,Krukut,60.0,85.0,3.0,3.0
890000000.0,Depok,Krukut,68.0,90.0,3.0,3.0
800000000.0,Depok,Krukut,80.0,70.0,3.0,2.0
1170000000.0,Depok,Krukut,93.0,88.0,3.0,2.0
1250000000.0,Depok,Tanah Baru,72.0,110.0,3.0,3.0
1100000000.0,Depok,Tanah Baru,92.0,100.0,3.0,2.0
1450000000.0,Depok,Tanah Baru,98.0,130.0,3.0,3.0
900000000.0,Depok,Tanah Baru,60.0,75.0,3.0,2.0
1300000000.0,Depok,Tanah Baru,98.0,130.0,3.0,3.0
2310000000.0,Depok,Tanah Baru,127.0,180.0,5.0,5.0
1430000000.0,Depok,Tanah Baru,100.0,90.0,4.0,2.0
575000000.0,Depok,Kukusan,46.0,36.0,2.0,1.0
3200000000.0,Depok,Kukusan,268.0,140.0,4.0,3.0
485000000.0,Depok,Cisalak,72.0,50.0,2.0,1.0
506000000.0,Depok,Cilangkap,40.0,46.0,2.0,2.0
980000000.0,Depok,Tirtajaya,80.0,70.0,3.0,2.0
980000000.0,Depok,Tirtajaya,80.0,70.0,3.0,2.0
980000000.0,Depok,Tirtajaya,80.0,70.0,3.0,2.0
846000000.0,Depok,Tirtajaya,63.0,70.0,3.0,2.0
1170000000.0,Depok,Gandul,93.0,88.0,2.0,1.0
1170000000.0,Depok,Gandul,93.0,88.0,2.0,1.0
1850000000.0,Jakarta Barat,Jelambar,84.0,189.0,3.0,3.0
6800000000.0,Jakarta Barat,Jelambar,260.0,387.0,4.0,3.0
1650000000.0,Jakarta Barat,Jelambar,60.0,132.0,3.0,3.0
2400000000.0,Jakarta Barat,Jelambar,89.0,227.0,5.0,4.0
3550000000.0,Jakarta Barat,Jelambar,112.0,160.0,4.0,2.0
2400000000.0,Jakarta Barat,Jelambar,84.0,144.0,5.0,2.0
3550000000.0,Jakarta Barat,Jelambar,120.0,200.0,3.0,2.0
2600000000.0,Jakarta Barat,Jelambar,75.0,150.0,4.0,3.0
3700000000.0,Jakarta Barat,Jelambar,105.0,196.0,4.0,4.0
2200000000.0,Jakarta Barat,Jelambar,64.0,168.0,4.0,3.0
2100000000.0,Jakarta Barat,Jelambar,50.0,128.0,3.0,3.0
1800000000.0,Jakarta Barat,Jelambar,61.0,144.0,3.0,3.0
4700000000.0,Jakarta Barat,Jelambar,225.0,255.0,1.0,1.0
3000000000.0,Jakarta Barat,Jelambar,135.0,250.0,3.0,3.0
5500000000.0,Jakarta Barat,Jelambar,136.0,336.0,10.0,11.0
4000000000.0,Jakarta Barat,Jelambar,198.0,500.0,6.0,2.0
6300000000.0,Jakarta Barat,Jelambar,233.0,315.0,5.0,6.0
3000000000.0,Jakarta Barat,Jelambar,140.0,140.0,3.0,3.0
2200000000.0,Jakarta Barat,Jelambar,64.0,168.0,4.0,3.0
2700000000.0,Jakarta Barat,Jelambar,88.0,200.0,6.0,4.0
8490000000.0,Jakarta Barat,Jelambar,377.0,712.0,4.0,4.0
2600000000.0,Jakarta Barat,Jelambar,75.0,150.0,3.0,3.0
4700000000.0,Jakarta Barat,Jelambar,225.0,255.0,1.0,1.0
3950000000.0,Jakarta Barat,Jelambar,141.0,282.0,1.0,1.0
5500000000.0,Jakarta Barat,Jelambar,282.0,300.0,3.0,3.0
3000000000.0,Jakarta Barat,Jelambar,156.0,123.0,3.0,2.0
3350000000.0,Jakarta Barat,Jelambar,192.0,192.0,1.0,1.0
6500000000.0,Jakarta Barat,Jelambar,258.0,400.0,6.0,5.0
1850000000.0,Jakarta Barat,Jelambar,84.0,189.0,3.0,3.0
2300000000.0,Jakarta Barat,Jelambar,55.0,131.0,4.0,3.0
12000000000.0,Jakarta Barat,Jelambar,378.0,1000.0,5.0,4.0
1350000000.0,Jakarta Barat,Jelambar,36.0,73.0,3.0,3.0
2500000000.0,Jakarta Barat,Jelambar,117.0,150.0,3.0,2.0
8500000000.0,Jakarta Barat,Jelambar,377.0,570.0,4.0,4.0
2700000000.0,Jakarta Barat,Jelambar,80.0,170.0,3.0,3.0
2600000000.0,Jakarta Barat,Jelambar,75.0,150.0,3.0,3.0
2500000000.0,Jakarta Barat,Jelambar,84.0,180.0,3.0,3.0
5500000000.0,Jakarta Barat,Jelambar,136.0,336.0,10.0,11.0
1590000000.0,Jakarta Barat,Jelambar,39.0,110.0,3.0,3.0
2400000000.0,Jakarta Barat,Jelambar,84.0,185.0,3.0,2.0
4300000000.0,Jakarta Barat,Jelambar,102.0,294.0,4.0,5.0
3750000000.0,Jakarta Barat,Jelambar,140.0,210.0,4.0,4.0
2750000000.0,Jakarta Barat,Jelambar,140.0,126.0,3.0,2.0
3100000000.0,Jakarta Barat,Jelambar,168.0,236.0,3.0,3.0
3500000000.0,Jakarta Barat,Jelambar,180.0,168.0,3.0,3.0
1710000000.0,Jakarta Selatan,Jagakarsa,80.0,130.0,3.0,3.0
1950000000.0,Jakarta Selatan,Jagakarsa,95.0,150.0,4.0,4.0
2300000000.0,Jakarta Selatan,Jagakarsa,121.0,180.0,4.0,4.0
2400000000.0,Jakarta Selatan,Jagakarsa,113.0,160.0,4.0,4.0
1550000000.0,Jakarta Selatan,Jagakarsa,70.0,120.0,3.0,3.0
695000000.0,Jakarta Selatan,Jagakarsa,40.0,80.0,2.0,2.0
2640000000.0,Jakarta Selatan,Jagakarsa,110.0,140.0,4.0,4.0
4500000000.0,Jakarta Selatan,Jagakarsa,168.0,230.0,4.0,4.0
2640000000.0,Jakarta Selatan,Jagakarsa,110.0,140.0,4.0,4.0
1950000000.0,Jakarta Selatan,Jagakarsa,95.0,150.0,3.0,3.0
1450000000.0,Jakarta Selatan,Jagakarsa,97.0,130.0,3.0,3.0
3700000000.0,Jakarta Selatan,Jagakarsa,112.0,240.0,4.0,4.0
2000000000.0,Jakarta Selatan,Jagakarsa,125.0,160.0,5.0,5.0
3200000000.0,Jakarta Selatan,Jagakarsa,210.0,280.0,4.0,4.0
1950000000.0,Jakarta Selatan,Jagakarsa,96.0,150.0,3.0,3.0
1950000000.0,Jakarta Selatan,Jagakarsa,96.0,150.0,3.0,3.0
1650000000.0,Jakarta Selatan,Jagakarsa,78.0,110.0,3.0,3.0
2640000000.0,Jakarta Selatan,Jagakarsa,110.0,140.0,4.0,4.0
63000000000.0,Jakarta Selatan,Jagakarsa,5250.0,200.0,4.0,3.0
1250000000.0,Jakarta Selatan,Jagakarsa,77.0,120.0,3.0,3.0
5500000000.0,Jakarta Selatan,Jagakarsa,165.0,300.0,5.0,4.0
2500000000.0,Jakarta Selatan,Jagakarsa,126.0,240.0,5.0,4.0
3700000000.0,Jakarta Selatan,Jagakarsa,139.0,240.0,5.0,5.0
3720000000.0,Jakarta Selatan,Jagakarsa,112.0,240.0,4.0,4.0
4000000000.0,Jakarta Selatan,Jagakarsa,279.0,210.0,3.0,3.0
2400000000.0,Jakarta Selatan,Jagakarsa,150.0,250.0,4.0,4.0
4500000000.0,Jakarta Selatan,Jagakarsa,277.0,310.0,3.0,4.0
4500000000.0,Jakarta Selatan,Jagakarsa,277.0,310.0,3.0,4.0
2900000000.0,Jakarta Selatan,Jagakarsa,92.0,230.0,4.0,4.0
2500000000.0,Jakarta Selatan,Jagakarsa,120.0,220.0,4.0,3.0
1520000000.0,Jakarta Selatan,Jagakarsa,77.0,130.0,4.0,4.0
3500000000.0,Jakarta Selatan,Jagakarsa,135.0,200.0,4.0,3.0
12000000000.0,Jakarta Selatan,Jagakarsa,1450.0,910.0,4.0,3.0
1400000000.0,Jakarta Selatan,Jagakarsa,78.0,120.0,3.0,2.0
3600000000.0,Jakarta Selatan,Jagakarsa,101.0,260.0,4.0,4.0
4950000000.0,Jakarta Selatan,Jagakarsa,202.0,300.0,4.0,4.0
1900000000.0,Jakarta Selatan,Jagakarsa,90.0,150.0,4.0,4.0
1550000000.0,Jakarta Selatan,Jagakarsa,126.0,160.0,4.0,4.0
5500000000.0,Jakarta Selatan,Jagakarsa,163.0,380.0,4.0,4.0
2750000000.0,Jakarta Selatan,Jagakarsa,170.0,169.0,4.0,4.0
2300000000.0,Jakarta Selatan,Jagakarsa,120.0,165.0,3.0,3.0
1450000000.0,Jakarta Selatan,Jagakarsa,63.0,100.0,3.0,3.0
4950000000.0,Jakarta Selatan,Jagakarsa,223.0,320.0,6.0,6.0
16899999999.999998,Jakarta Selatan,Jagakarsa,585.0,480.0,6.0,3.0
1300000000.0,Jakarta Selatan,Bintaro,60.0,62.0,3.0,2.0
8900000000.0,Jakarta Selatan,Bintaro,600.0,550.0,5.0,3.0
1680000000.0,Jakarta Selatan,Bintaro,60.0,132.0,3.0,3.0
1290000000.0,Jakarta Selatan,Bintaro,60.0,70.0,3.0,2.0
3500000000.0,Jakarta Selatan,Bintaro,216.0,250.0,3.0,2.0
6000000000.0,Jakarta Selatan,Bintaro,373.0,132.0,5.0,3.0
5750000000.0,Jakarta Selatan,Bintaro,264.0,360.0,4.0,4.0
4000000000.0,Jakarta Selatan,Bintaro,433.0,300.0,4.0,3.0
4800000000.0,Jakarta Selatan,Bintaro,300.0,400.0,5.0,3.0
4000000000.0,Jakarta Selatan,Kebagusan,128.0,270.0,6.0,6.0
2700000000.0,Jakarta Selatan,Kebagusan,118.0,180.0,3.0,3.0
14000000000.0,Jakarta Selatan,Kebagusan,1431.0,500.0,6.0,5.0
949000000.0,Jakarta Selatan,Kebagusan,60.0,74.0,3.0,2.0
29000000000.0,Jakarta Utara,Pantai Indah Kapuk,450.0,850.0,4.0,4.0
7700000000.0,Jakarta Utara,Pantai Indah Kapuk,200.0,400.0,4.0,3.0
28000000000.0,Jakarta Utara,Pantai Indah Kapuk,400.0,700.0,4.0,3.0
18000000000.0,Jakarta Utara,Pantai Indah Kapuk,450.0,600.0,5.0,3.0
30000000000.0,Jakarta Utara,Pantai Indah Kapuk,542.0,1100.0,4.0,4.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,785.0,839.0,6.0,6.0
10000000000.0,Jakarta Utara,Pantai Indah Kapuk,270.0,700.0,6.0,5.0
23000000000.0,Jakarta Utara,Pantai Indah Kapuk,377.0,1100.0,7.0,7.0
12000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,320.0,3.0,3.0
2350000000.0,Jakarta Utara,Pantai Indah Kapuk,75.0,98.0,3.0,3.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,785.0,839.0,6.0,5.0
3150000000.0,Jakarta Utara,Pantai Indah Kapuk,100.0,150.0,3.0,3.0
5500000000.0,Jakarta Utara,Pantai Indah Kapuk,150.0,160.0,3.0,3.0
18000000000.0,Jakarta Utara,Pantai Indah Kapuk,360.0,550.0,4.0,4.0
7500000000.0,Jakarta Utara,Pantai Indah Kapuk,216.0,200.0,4.0,4.0
2300000000.0,Jakarta Utara,Pantai Indah Kapuk,75.0,100.0,3.0,3.0
3000000000.0,Jakarta Utara,Pantai Indah Kapuk,90.0,100.0,3.0,3.0
4000000000.0,Jakarta Utara,Pantai Indah Kapuk,120.0,146.0,3.0,3.0
5000000000.0,Jakarta Utara,Pantai Indah Kapuk,130.0,182.0,4.0,3.0
3150000000.0,Jakarta Utara,Pantai Indah Kapuk,100.0,120.0,3.0,3.0
39000000000.0,Jakarta Utara,Pantai Indah Kapuk,640.0,1300.0,6.0,6.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,578.0,700.0,5.0,5.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,500.0,5.0,4.0
10000000000.0,Jakarta Utara,Pantai Indah Kapuk,270.0,270.0,5.0,5.0
7700000000.0,Jakarta Utara,Pantai Indah Kapuk,180.0,250.0,4.0,3.0
12500000000.0,Jakarta Utara,Pantai Indah Kapuk,250.0,300.0,4.0,4.0
3150000000.0,Jakarta Utara,Pantai Indah Kapuk,100.0,120.0,3.0,3.0
11000000000.0,Jakarta Utara,Pantai Indah Kapuk,363.0,600.0,4.0,4.0
4700000000.0,Jakarta Utara,Pantai Indah Kapuk,120.0,150.0,3.0,3.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,500.0,5.0,4.0
10000000000.0,Jakarta Utara,Pantai Indah Kapuk,270.0,270.0,5.0,5.0
4100000000.0,Jakarta Utara,Pantai Indah Kapuk,102.0,160.0,3.0,3.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,500.0,5.0,5.0
1950000000.0,Jakarta Utara,Pantai Indah Kapuk,45.0,55.0,3.0,2.0
8890000000.0,Jakarta Utara,Pantai Indah Kapuk,184.0,200.0,4.0,4.0
8900000000.0,Jakarta Utara,Pantai Indah Kapuk,230.0,450.0,4.0,3.0
16000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,750.0,4.0,4.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,580.0,700.0,4.0,4.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,580.0,700.0,4.0,4.0
10000000000.0,Jakarta Utara,Pantai Indah Kapuk,270.0,700.0,5.0,5.0
11000000000.0,Jakarta Utara,Pantai Indah Kapuk,230.0,450.0,3.0,2.0
6750000000.0,Jakarta Utara,Pantai Indah Kapuk,180.0,224.0,4.0,4.0
13500000000.0,Jakarta Utara,Pantai Indah Kapuk,225.0,300.0,6.0,4.0
3000000000.0,Jakarta Utara,Pantai Indah Kapuk,90.0,120.0,3.0,3.0
8300000000.000001,Jakarta Utara,Pantai Indah Kapuk,200.0,297.0,3.0,3.0
3100000000.0,Jakarta Utara,Pantai Indah Kapuk,100.0,115.0,3.0,2.0
1350000000.0,Jakarta Utara,Pantai Indah Kapuk,45.0,54.0,2.0,2.0
2900000000.0,Jakarta Utara,Pantai Indah Kapuk,90.0,119.0,3.0,3.0
85000000000.0,Jakarta Utara,Pantai Indah Kapuk,1000.0,2800.0,5.0,5.0
32000000000.0,Jakarta Utara,Pantai Indah Kapuk,325.0,885.0,4.0,4.0
2900000000.0,Jakarta Utara,Pantai Indah Kapuk,90.0,136.0,3.0,3.0
12000000000.0,Jakarta Utara,Pantai Indah Kapuk,290.0,320.0,4.0,5.0
18800000000.0,Jakarta Utara,Pantai Indah Kapuk,390.0,500.0,4.0,4.0
16500000000.0,Jakarta Utara,Pantai Indah Kapuk,459.0,325.0,4.0,3.0
20000000000.0,Jakarta Utara,Pantai Indah Kapuk,455.0,900.0,5.0,5.0
4900000000.0,Jakarta Utara,Pantai Indah Kapuk,150.0,209.0,4.0,4.0
26000000000.0,Jakarta Utara,Pantai Indah Kapuk,785.0,785.0,5.0,5.0
12000000000.0,Jakarta Utara,Pantai Indah Kapuk,216.0,528.0,3.0,3.0
17500000000.0,Jakarta Utara,Pantai Indah Kapuk,325.0,600.0,6.0,4.0
2350000000.0,Jakarta Utara,Pantai Indah Kapuk,80.0,98.0,3.0,3.0
29000000000.0,Jakarta Utara,Pantai Indah Kapuk,520.0,1000.0,4.0,5.0
10900000000.0,Jakarta Utara,Pantai Indah Kapuk,290.0,500.0,4.0,3.0
6800000000.0,Jakarta Utara,Pantai Indah Kapuk,136.0,300.0,5.0,5.0
3000000000.0,Jakarta Utara,Pantai Indah Kapuk,90.0,120.0,3.0,3.0
6750000000.0,Jakarta Utara,Pantai Indah Kapuk,180.0,224.0,4.0,4.0
5990000000.0,Jakarta Utara,Pantai Indah Kapuk,160.0,200.0,4.0,4.0
10800000000.0,Jakarta Utara,Pantai Indah Kapuk,290.0,400.0,4.0,3.0
26000000000.0,Jakarta Utara,Pantai Indah Kapuk,785.0,839.0,6.0,5.0
13700000000.0,Jakarta Utara,Pantai Indah Kapuk,270.0,600.0,3.0,3.0
13000000000.0,Jakarta Utara,Pantai Indah Kapuk,250.0,300.0,3.0,3.0
29000000000.0,Jakarta Utara,Pantai Indah Kapuk,520.0,1000.0,4.0,7.0
13000000000.0,Jakarta Utara,Pantai Indah Kapuk,250.0,400.0,3.0,3.0
5700000000.0,Jakarta Utara,Pantai Indah Kapuk,160.0,200.0,3.0,3.0
12500000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,300.0,4.0,3.0
23000000000.0,Jakarta Utara,Pantai Indah Kapuk,377.0,1100.0,7.0,7.0
4300000000.0,Jakarta Utara,Pantai Indah Kapuk,120.0,150.0,3.0,2.0
13000000000.0,Jakarta Utara,Pantai Indah Kapuk,250.0,600.0,3.0,3.0
10500000000.0,Jakarta Utara,Pantai Indah Kapuk,357.0,500.0,4.0,4.0
4000000000.0,Jakarta Utara,Pantai Indah Kapuk,120.0,130.0,3.0,3.0
12500000000.0,Jakarta Utara,Pantai Indah Kapuk,250.0,330.0,4.0,5.0
5700000000.0,Jakarta Utara,Pantai Indah Kapuk,160.0,200.0,3.0,3.0
7000000000.0,Jakarta Utara,Pantai Indah Kapuk,160.0,220.0,3.0,3.0
8700000000.0,Jakarta Utara,Pantai Indah Kapuk,180.0,300.0,4.0,4.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,700.0,4.0,4.0
2400000000.0,Jakarta Utara,Pantai Indah Kapuk,60.0,150.0,3.0,3.0
10400000000.0,Jakarta Utara,Pantai Indah Kapuk,230.0,360.0,4.0,4.0
25000000000.0,Jakarta Utara,Pantai Indah Kapuk,300.0,750.0,5.0,7.0
7000000000.0,Jakarta Utara,Pantai Indah Kapuk,200.0,200.0,4.0,3.0
4200000000.0,Jakarta Utara,Pantai Indah Kapuk,102.0,120.0,3.0,3.0
4750000000.0,Jakarta Utara,Pantai Indah Kapuk,120.0,200.0,3.0,2.0
5350000000.0,Jakarta Utara,Pantai Indah Kapuk,144.0,208.0,4.0,3.0
6000000000.0,Jakarta Utara,Pantai Indah Kapuk,160.0,300.0,4.0,3.0
6900000000.0,Jakarta Barat,Green Ville,260.0,500.0,3.0,4.0
5500000000.0,Jakarta Barat,Puri Indah,204.0,200.0,4.0,2.0
1750000000.0,Jakarta Barat,Puri Indah,64.0,140.0,3.0,4.0
10500000000.0,Jakarta Barat,Puri Indah,379.0,300.0,4.0,3.0
18000000000.0,Jakarta Barat,Puri Indah,600.0,720.0,4.0,3.0
3600000000.0,Jakarta Barat,Puri Indah,120.0,200.0,4.0,3.0
6000000000.0,Jakarta Barat,Puri Indah,200.0,325.0,3.0,3.0
4500000000.0,Jakarta Barat,Puri Indah,140.0,250.0,4.0,3.0
1300000000.0,Jakarta Barat,Puri Indah,56.0,150.0,3.0,3.0
13800000000.0,Jakarta Barat,Puri Indah,360.0,550.0,4.0,4.0
4600000000.0,Jakarta Barat,Puri Indah,144.0,200.0,4.0,3.0
3200000000.0,Jakarta Barat,Kembangan,150.0,200.0,6.0,5.0
2600000000.0,Jakarta Barat,Kembangan,117.0,177.0,4.0,3.0
2340000000.0,Jakarta Barat,Kembangan,97.0,120.0,3.0,2.0
2340000000.0,Jakarta Barat,Kembangan,97.0,120.0,3.0,2.0
4200000000.0,Jakarta Barat,Kembangan,160.0,250.0,4.0,3.0
2340000000.0,Jakarta Barat,Kembangan,97.0,120.0,3.0,2.0
6250000000.0,Jakarta Selatan,Permata Hijau,175.0,185.0,2.0,2.0
40000000000.0,Jakarta Selatan,Permata Hijau,1295.0,600.0,9.0,9.0
5900000000.0,Jakarta Selatan,Permata Hijau,195.0,350.0,3.0,3.0
13500000000.0,Jakarta Selatan,Permata Hijau,588.0,823.0,5.0,4.0
1750000000.0,Jakarta Barat,Meruya,64.0,140.0,3.0,4.0
1880000000.0,Jakarta Barat,Meruya,80.0,110.0,3.0,3.0
2200000000.0,Jakarta Barat,Meruya,125.0,140.0,3.0,3.0
2850000000.0,Jakarta Barat,Meruya,150.0,165.0,4.0,2.0
1880000000.0,Jakarta Barat,Meruya,80.0,110.0,3.0,3.0
2200000000.0,Jakarta Barat,Meruya,125.0,140.0,3.0,3.0
2500000000.0,Jakarta Barat,Meruya,125.0,186.0,3.0,3.0
2550000000.0,Jakarta Barat,Meruya,250.0,340.0,3.0,4.0
2300000000.0,Jakarta Barat,Meruya,125.0,150.0,3.0,3.0
2300000000.0,Jakarta Barat,Meruya,125.0,150.0,3.0,3.0
1550000000.0,Jakarta Barat,Meruya,60.0,85.0,3.0,3.0
1850000000.0,Jakarta Barat,Meruya,80.0,120.0,3.0,3.0
2150000000.0,Jakarta Barat,Meruya,125.0,150.0,3.0,3.0
1850000000.0,Jakarta Barat,Meruya,80.0,120.0,3.0,3.0
2150000000.0,Jakarta Barat,Meruya,125.0,150.0,3.0,3.0
2300000000.0,Jakarta Barat,Meruya,125.0,150.0,3.0,3.0
2300000000.0,Jakarta Barat,Meruya,125.0,150.0,3.0,3.0
3200000000.0,Jakarta Barat,Meruya,250.0,239.0,4.0,3.0
1950000000.0,Jakarta Barat,Meruya,125.0,149.0,3.0,3.0
408000000.0,Jakarta Timur,Utan Kayu,18.0,35.0,2.0,1.0
495000000.0,Jakarta Timur,Utan Kayu,17.0,33.0,2.0,1.0
418000000.0,Jakarta Timur,Utan Kayu,18.0,35.0,2.0,1.0
495000000.0,Jakarta Timur,Utan Kayu,17.0,33.0,2.0,1.0
330000000.0,Jakarta Timur,Utan Kayu,15.0,28.0,1.0,1.0
418000000.0,Jakarta Timur,Utan Kayu,18.0,35.0,2.0,1.0
418000000.0,Jakarta Timur,Utan Kayu,18.0,33.0,2.0,2.0
1400000000.0,Jakarta Barat,Green Lake City,60.0,87.0,2.0,2.0
2900000000.0,Jakarta Barat,Green Lake City,120.0,120.0,3.0,3.0
5400000000.0,Jakarta Barat,Green Lake City,180.0,250.0,4.0,3.0
2900000000.0,Jakarta Barat,Green Lake City,120.0,120.0,3.0,3.0
5400000000.0,Jakarta Barat,Green Lake City,180.0,250.0,4.0,3.0
3200000000.0,Jakarta Barat,Green Lake City,128.0,156.0,3.0,4.0
2200000000.0,Jakarta Barat,Green Lake City,90.0,100.0,3.0,2.0
5000000000.0,Jakarta Barat,Green Lake City,200.0,400.0,4.0,3.0
2400000000.0,Jakarta Barat,Green Lake City,90.0,120.0,3.0,3.0
3000000000.0,Jakarta Barat,Green Lake City,108.0,156.0,3.0,3.0
4300000000.0,Jakarta Barat,Green Lake City,144.0,200.0,3.0,3.0
2700000000.0,Jakarta Barat,Green Lake City,90.0,120.0,2.0,3.0
2400000000.0,Jakarta Barat,Green Lake City,90.0,110.0,3.0,3.0
3950000000.0,Jakarta Barat,Green Lake City,162.0,200.0,3.0,3.0
3300000000.0,Jakarta Barat,Green Lake City,144.0,147.0,4.0,3.0
3300000000.0,Jakarta Barat,Green Lake City,144.0,147.0,3.0,4.0
3100000000.0,Jakarta Barat,Green Lake City,200.0,211.0,3.0,2.0
1180000000.0,Jakarta Barat,Green Lake City,48.0,76.0,2.0,2.0
2350000000.0,Jakarta Barat,Green Lake City,114.0,110.0,3.0,2.0
4900000000.0,Jakarta Selatan,Kalibata,210.0,150.0,5.0,3.0
3200000000.0,Jakarta Selatan,Kalibata,216.0,241.0,4.0,3.0
1600000000.0,Jakarta Timur,Cakung,75.0,67.0,2.0,2.0
2450000000.0,Jakarta Timur,Cakung,180.0,100.0,3.0,2.0
2520000000.0,Jakarta Timur,Cakung,180.0,115.0,3.0,3.0
