harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
18000000000.0,450.0,800.0,6.0,5.0
1350000000.0,94.0,96.0,3.0,2.0
2500000000.0,180.0,300.0,4.0,4.0
30000000000.0,2786.0,1500.0,5.0,5.0
4500000000.0,575.0,200.0,3.0,2.0
7000000000.0,360.0,400.0,4.0,4.0
1300000000.0,150.0,62.0,2.0,1.0
945000000.0,90.0,70.0,3.0,1.0
1000000000.0,150.0,63.0,2.0,1.0
1250000000.0,84.0,89.0,3.0,2.0
1650000000.0,84.0,89.0,3.0,2.0
1150000000.0,90.0,150.0,3.0,2.0
6500000000.0,313.0,360.0,4.0,5.0
30000000000.0,2786.0,1500.0,5.0,5.0
2300000000.0,299.0,125.0,3.0,2.0
2300000000.0,299.0,125.0,3.0,2.0
2750000000.0,220.0,221.0,4.0,3.0
2400000000.0,183.0,145.0,3.0,3.0
1200000000.0,120.0,240.0,4.0,4.0
945000000.0,90.0,70.0,3.0,1.0
1650000000.0,84.0,89.0,3.0,2.0
1250000000.0,84.0,89.0,3.0,2.0
1150000000.0,90.0,150.0,3.0,2.0
1300000000.0,150.0,62.0,2.0,1.0
1250000000.0,144.0,88.0,3.0,2.0
11000000000.0,543.0,495.0,4.0,4.0
5000000000.0,396.0,299.0,4.0,3.0
5000000000.0,396.0,299.0,4.0,3.0
3500000000.0,321.0,500.0,4.0,4.0
6500000000.0,313.0,360.0,4.0,5.0
4500000000.0,575.0,200.0,3.0,2.0
7000000000.0,340.0,400.0,4.0,4.0
1000000000.0,150.0,63.0,2.0,1.0
11500000000.0,518.0,515.0,4.0,5.0
8500000000.0,483.0,500.0,5.0,6.0
2500000000.0,180.0,300.0,4.0,4.0
750000000.0,105.0,60.0,2.0,2.0
5000000000.0,396.0,299.0,4.0,3.0
1250000000.0,84.0,89.0,3.0,2.0
3500000000.0,321.0,500.0,4.0,4.0
1650000000.0,84.0,89.0,3.0,2.0
1150000000.0,90.0,150.0,3.0,2.0
945000000.0,90.0,70.0,3.0,1.0
945000000.0,90.0,70.0,3.0,1.0
1650000000.0,84.0,89.0,3.0,2.0
11500000000.0,518.0,515.0,4.0,5.0
6500000000.0,313.0,360.0,4.0,5.0
7000000000.0,340.0,400.0,4.0,4.0
4500000000.0,575.0,200.0,3.0,2.0
1150000000.0,90.0,150.0,3.0,2.0
1250000000.0,84.0,89.0,3.0,2.0
3500000000.0,321.0,500.0,4.0,4.0
1000000000.0,150.0,63.0,2.0,1.0
3500000000.0,321.0,500.0,4.0,4.0
5000000000.0,396.0,299.0,4.0,3.0
6000000000.0,526.0,400.0,4.0,4.0
2300000000.0,299.0,125.0,3.0,2.0
11000000000.0,543.0,495.0,4.0,4.0
6000000000.0,526.0,400.0,4.0,4.0
9500000000.0,108.0,62.0,2.0,1.0
5000000000.0,396.0,299.0,4.0,3.0
1250000000.0,144.0,88.0,3.0,3.0
2300000000.0,299.0,125.0,3.0,2.0
550000000.0,84.0,60.0,2.0,2.0
3900000000.0,329.0,299.0,3.0,4.0
5500000000.0,498.0,400.0,4.0,4.0
5000000000.0,330.0,362.0,3.0,3.0
1500000000.0,141.0,141.0,5.0,3.0
7000000000.0,375.0,450.0,4.0,3.0
4500000000.0,334.0,350.0,4.0,2.0
575000000.0,81.0,65.0,3.0,2.0
825000000.0,90.0,65.0,2.0,2.0
3700000000.0,127.0,200.0,3.0,3.0
900000000.0,90.0,90.0,2.0,1.0
2500000000.0,180.0,300.0,4.0,4.0
945000000.0,90.0,70.0,3.0,1.0
3700000000.0,127.0,200.0,3.0,3.0
1500000000.0,141.0,141.0,5.0,3.0
7000000000.0,375.0,450.0,4.0,3.0
4500000000.0,334.0,350.0,4.0,2.0
575000000.0,81.0,65.0,3.0,2.0
825000000.0,90.0,65.0,2.0,2.0
945000000.0,90.0,70.0,3.0,1.0
900000000.0,90.0,90.0,2.0,1.0
2500000000.0,180.0,300.0,4.0,4.0
1150000000.0,90.0,150.0,3.0,2.0
945000000.0,90.0,70.0,3.0,1.0
1650000000.0,84.0,89.0,3.0,2.0
1250000000.0,84.0,89.0,3.0,2.0
3500000000.0,321.0,500.0,4.0,4.0
3170000000.0,404.0,200.0,3.0,3.0
3160000000.0,404.0,200.0,3.0,3.0
3150000000.0,404.0,200.0,3.0,3.0
945000000.0,90.0,70.0,3.0,1.0
3500000000.0,323.0,500.0,4.0,4.0
775000000.0,105.0,44.0,2.0,1.0
7000000000.0,375.0,450.0,4.0,3.0
5000000000.0,330.0,362.0,3.0,3.0
5000000000.0,498.0,400.0,4.0,4.0
1100000000.0,90.0,60.0,1.0,1.0
11000000000.0,543.0,495.0,4.0,4.0
6000000000.0,526.0,400.0,4.0,4.0
2300000000.0,299.0,125.0,3.0,2.0
1250000000.0,144.0,88.0,3.0,2.0
4500000000.0,334.0,350.0,4.0,2.0
950000000.0,108.0,50.0,2.0,1.0
5000000000.0,396.0,299.0,4.0,3.0
1000000000.0,150.0,63.0,2.0,1.0
3500000000.0,323.0,500.0,4.0,4.0
1650000000.0,84.0,89.0,3.0,2.0
945000000.0,90.0,70.0,3.0,1.0
1150000000.0,90.0,150.0,3.0,2.0
4500000000.0,575.0,200.0,3.0,2.0
7500000000.0,340.0,400.0,4.0,3.0
7000000000.0,313.0,360.0,4.0,5.0
11500000000.0,518.0,515.0,4.0,5.0
7000000000.0,313.0,360.0,4.0,5.0
11500000000.0,518.0,515.0,4.0,5.0
7500000000.0,340.0,400.0,4.0,4.0
2900000000.0,266.0,400.0,4.0,3.0
11500000000.0,518.0,515.0,4.0,5.0
2900000000.0,315.0,150.0,3.0,3.0
3500000000.0,323.0,500.0,4.0,4.0
11500000000.0,518.0,515.0,4.0,5.0
4500000000.0,334.0,350.0,4.0,2.0
775000000.0,105.0,44.0,2.0,1.0
5000000000.0,498.0,300.0,3.0,2.0
4500000000.0,345.0,200.0,3.0,3.0
1650000000.0,84.0,89.0,3.0,2.0
1250000000.0,140.0,88.0,3.0,2.0
1800000000.0,224.0,90.0,2.0,1.0
1150000000.0,90.0,150.0,3.0,2.0
570000000.0,72.0,45.0,2.0,1.0
2300000000.0,133.0,185.0,3.0,2.0
600000000.0,72.0,54.0,3.0,2.0
3500000000.0,242.0,188.0,2.0,2.0
1900000000.0,224.0,100.0,2.0,2.0
3250000000.0,301.0,250.0,5.0,4.0
3500000000.0,323.0,200.0,2.0,3.0
2300000000.0,133.0,185.0,3.0,3.0
2500000000.0,202.0,370.0,3.0,2.0
5300000000.0,300.0,500.0,4.0,2.0
2750000000.0,220.0,221.0,4.0,3.0
14500000000.0,886.0,500.0,4.0,4.0
15500000000.0,1118.0,600.0,5.0,4.0
22000000000.0,1050.0,1000.0,5.0,5.0
15500000000.0,1156.0,500.0,3.0,3.0
5500000000.0,312.0,300.0,4.0,4.0
2100000000.0,120.0,105.0,3.0,3.0
1600000000.0,180.0,120.0,2.0,1.0
1700000000.0,108.0,160.0,3.0,3.0
800000000.0,120.0,120.0,3.0,3.0
5500000000.0,313.0,250.0,4.0,4.0
2750000000.0,220.0,221.0,4.0,3.0
5500000000.0,313.0,250.0,4.0,4.0
2750000000.0,220.0,221.0,4.0,3.0
3800000000.0,287.0,250.0,3.0,3.0
1800000000.0,12.0,130.0,3.0,2.0
19500000000.0,1610.0,500.0,5.0,5.0
1100000000.0,90.0,120.0,4.0,3.0
1150000000.0,90.0,150.0,3.0,2.0
725000000.0,120.0,150.0,5.0,4.0
3800000000.0,287.0,250.0,4.0,3.0
15500000000.0,1156.0,500.0,3.0,3.0
29000000000.0,1250.0,700.0,4.0,4.0
14500000000.0,886.0,500.0,4.0,4.0
7900000000.0,630.0,600.0,5.0,3.0
1650000000.0,232.0,120.0,3.0,1.0
2500000000.0,315.0,200.0,3.0,2.0
1100000000.0,90.0,60.0,2.0,2.0
1600000000.0,248.0,100.0,2.0,1.0
1350000000.0,108.0,100.0,3.0,2.0
3000000000.0,328.0,160.0,3.0,2.0
850000000.0,90.0,65.0,2.0,2.0
1350000000.0,211.0,53.0,2.0,1.0
1150000000.0,78.0,100.0,3.0,3.0
3950000000.0,328.0,250.0,4.0,3.0
5300000000.0,481.0,250.0,4.0,4.0
3850000000.0,224.0,220.0,4.0,3.0
4100000000.0,488.0,250.0,4.0,3.0
3500000000.0,323.0,220.0,2.0,3.0
3200000000.0,406.0,250.0,3.0,3.0
800000000.0,120.0,120.0,3.0,3.0
14500000000.0,866.0,500.0,4.0,4.0
8500000000.0,309.0,600.0,5.0,5.0
3800000000.0,315.0,250.0,4.0,4.0
15500000000.0,1153.0,500.0,3.0,4.0
1700000000.0,171.0,120.0,3.0,3.0
4500000000.0,234.0,240.0,4.0,3.0
1300000000.0,176.0,120.0,3.0,2.0
2750000000.0,220.0,221.0,4.0,3.0
2750000000.0,220.0,221.0,4.0,3.0
2750000000.0,220.0,221.0,4.0,3.0
2750000000.0,220.0,221.0,4.0,3.0
2750000000.0,220.0,221.0,4.0,3.0
2750000000.0,220.0,221.0,4.0,3.0
585000000.0,90.0,60.0,2.0,2.0
2300000000.0,228.0,200.0,3.0,3.0
2500000000.0,230.0,200.0,3.0,3.0
4400000000.0,234.0,200.0,4.0,4.0
1800000000.0,120.0,100.0,3.0,3.0
675000000.0,108.0,53.0,2.0,1.0
14500000000.0,2200.0,700.0,4.0,4.0
2300000000.0,216.0,180.0,4.0,3.0
4700000000.0,300.0,250.0,4.0,4.0
1600000000.0,180.0,100.0,2.0,1.0
14500000000.0,866.0,400.0,4.0,4.0
5500000000.0,313.0,250.0,4.0,4.0
5500000000.0,313.0,250.0,4.0,4.0
1700000000.0,120.0,120.0,3.0,3.0
4350000000.0,600.0,250.0,4.0,3.0
2900000000.0,315.0,250.0,4.0,3.0
3500000000.0,323.0,250.0,2.0,3.0
4700000000.0,300.0,250.0,4.0,4.0
1700000000.0,108.0,160.0,3.0,3.0
19500000000.0,1610.0,400.0,5.0,5.0
800000000.0,120.0,100.0,3.0,3.0
20000000000.0,1250.0,250.0,2.0,3.0
1150000000.0,90.0,120.0,3.0,2.0
3200000000.0,403.0,145.0,3.0,2.0
15000000000.0,1023.0,401.0,5.0,4.0
3800000000.0,287.0,250.0,4.0,3.0
15000000000.0,1023.0,401.0,5.0,4.0
3800000000.0,287.0,250.0,4.0,3.0
4900000000.0,664.0,300.0,4.0,3.0
15500000000.0,1156.0,500.0,3.0,3.0
14500000000.0,886.0,500.0,4.0,4.0
2850000000.0,323.0,200.0,3.0,2.0
15500000000.0,1118.0,600.0,6.0,6.0
2500000000.0,120.0,235.0,5.0,5.0
3500000000.0,323.0,300.0,3.0,4.0
585000000.0,60.0,120.0,2.0,2.0
1900000000.0,379.0,250.0,4.0,3.0
6300000000.0,710.0,612.0,5.0,4.0
3500000000.0,300.0,250.0,2.0,3.0
495000000.0,81.0,50.0,2.0,1.0
4500000000.0,663.0,250.0,4.0,3.0
4700000000.0,181.0,179.0,4.0,4.0
5750000000.0,710.0,612.0,5.0,4.0
300000000.0,60.0,36.0,2.0,1.0
630000000.0,84.0,70.0,2.0,1.0
1680000000.0,200.0,90.0,3.0,2.0
630000000.0,84.0,70.0,2.0,1.0
599000000.0,72.0,60.0,2.0,1.0
890000000.0,60.0,55.0,2.0,2.0
810000000.0,90.0,45.0,2.0,1.0
630000000.0,84.0,70.0,2.0,1.0
599000000.0,72.0,60.0,2.0,1.0
600000000.0,72.0,60.0,2.0,1.0
1200000000.0,98.0,78.0,2.0,3.0
499000000.0,60.0,30.0,2.0,1.0
810000000.0,90.0,45.0,2.0,1.0
810000000.0,90.0,45.0,2.0,1.0
630000000.0,84.0,70.0,2.0,1.0
599000000.0,72.0,60.0,2.0,1.0
810000000.0,90.0,45.0,2.0,1.0
630000000.0,84.0,70.0,2.0,1.0
599000000.0,72.0,60.0,2.0,1.0
351000000.0,60.0,32.0,2.0,1.0
325000000.0,90.0,38.0,2.0,1.0
245000000.0,36.0,72.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
250000000.0,72.0,22.0,1.0,1.0
375000000.0,112.0,68.0,3.0,2.0
975000000.0,200.0,100.0,3.0,2.0
325000000.0,72.0,60.0,2.0,1.0
1450000000.0,105.0,100.0,3.0,2.0
1450000000.0,105.0,100.0,3.0,2.0
500000000.0,60.0,51.0,3.0,2.0
1500000000.0,120.0,79.0,2.0,1.0
359000000.0,90.0,75.0,3.0,2.0
350000000.0,60.0,38.0,2.0,1.0
168000000.0,60.0,29.0,2.0,1.0
195000000.0,72.0,21.0,2.0,1.0
280000000.0,90.0,36.0,2.0,1.0
530000000.0,60.0,30.0,2.0,1.0
493000000.0,60.0,23.0,1.0,1.0
130000000.0,150.0,45.0,2.0,1.0
475000000.0,105.0,36.0,2.0,1.0
500000000.0,72.0,50.0,2.0,1.0
525000000.0,72.0,50.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
660000000.0,84.0,45.0,2.0,1.0
700000000.0,84.0,45.0,2.0,2.0
333000000.0,62.0,36.0,2.0,1.0
525000000.0,72.0,50.0,2.0,1.0
1440000000.0,126.0,180.0,4.0,3.0
780000000.0,116.0,85.0,3.0,2.0
600000000.0,66.0,56.0,3.0,2.0
600000000.0,66.0,56.0,3.0,2.0
1440000000.0,126.0,180.0,4.0,3.0
780000000.0,116.0,85.0,3.0,2.0
780000000.0,116.0,85.0,3.0,2.0
780000000.0,116.0,85.0,3.0,2.0
555000000.0,96.0,80.0,2.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
530000000.0,70.0,36.0,2.0,1.0
930000000.0,84.0,39.0,2.0,1.0
900000000.0,81.0,45.0,2.0,1.0
1080000000.0,104.0,60.0,2.0,2.0
500000000.0,68.0,36.0,2.0,1.0
1080000000.0,60.0,65.0,2.0,2.0
930000000.0,84.0,39.0,2.0,1.0
1080000000.0,104.0,60.0,2.0,2.0
960000000.0,81.0,51.0,3.0,2.0
1400000000.0,120.0,98.0,4.0,4.0
500000000.0,68.0,36.0,2.0,1.0
900000000.0,81.0,45.0,2.0,1.0
1150000000.0,94.0,70.0,3.0,2.0
1400000000.0,120.0,98.0,4.0,4.0
1080000000.0,60.0,65.0,2.0,2.0
930000000.0,84.0,39.0,2.0,1.0
900000000.0,81.0,45.0,2.0,1.0
1150000000.0,94.0,70.0,3.0,2.0
530000000.0,70.0,36.0,2.0,1.0
599000000.0,90.0,36.0,2.0,2.0
1400000000.0,120.0,98.0,4.0,4.0
500000000.0,68.0,36.0,2.0,1.0
1080000000.0,60.0,65.0,2.0,2.0
930000000.0,39.0,84.0,2.0,1.0
900000000.0,81.0,45.0,2.0,1.0
530000000.0,70.0,36.0,2.0,1.0
530000000.0,70.0,36.0,2.0,1.0
530000000.0,70.0,36.0,2.0,1.0
500000000.0,68.0,36.0,2.0,1.0
1080000000.0,60.0,65.0,2.0,2.0
930000000.0,84.0,39.0,2.0,1.0
900000000.0,81.0,45.0,2.0,1.0
960000000.0,81.0,51.0,3.0,2.0
1400000000.0,120.0,98.0,4.0,4.0
530000000.0,70.0,36.0,2.0,1.0
1080000000.0,104.0,60.0,2.0,2.0
1150000000.0,94.0,70.0,3.0,2.0
800000000.0,72.0,39.0,2.0,1.0
637000000.0,65.0,60.0,3.0,2.0
755000000.0,78.0,60.0,3.0,2.0
685000000.0,64.0,60.0,3.0,2.0
438000000.0,60.0,35.0,2.0,1.0
438000000.0,63.0,36.0,2.0,1.0
1090000000.0,65.0,87.0,3.0,2.0
570000000.0,90.0,80.0,3.0,2.0
435000000.0,60.0,36.0,2.0,1.0
960000000.0,60.0,94.0,2.0,2.0
466000000.0,60.0,40.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
500000000.0,83.0,45.0,2.0,1.0
1620000000.0,104.0,180.0,5.0,2.0
375000000.0,60.0,45.0,2.0,1.0
1620000000.0,104.0,180.0,5.0,2.0
810000000.0,105.0,45.0,2.0,1.0
1140000000.0,84.0,76.0,3.0,2.0
1080000000.0,84.0,84.0,3.0,2.0
195000000.0,40.0,36.0,2.0,1.0
500000000.0,75.0,38.0,2.0,1.0
100000000.0,55.0,36.0,2.0,1.0
275000000.0,60.0,40.0,2.0,1.0
400000000.0,84.0,45.0,2.0,1.0
400000000.0,84.0,45.0,2.0,1.0
456000000.0,72.0,39.0,2.0,1.0
473000000.0,72.0,36.0,2.0,1.0
275000000.0,60.0,40.0,2.0,1.0
275000000.0,60.0,40.0,2.0,1.0
160000000.0,42.0,42.0,2.0,1.0
399000000.0,60.0,40.0,2.0,1.0
225000000.0,60.0,36.0,2.0,1.0
790000000.0,150.0,147.0,4.0,4.0
150000000.0,55.0,36.0,2.0,1.0
437000000.0,113.0,36.0,2.0,1.0
250000000.0,60.0,55.0,2.0,1.0
125000000.0,30.0,30.0,2.0,1.0
135000000.0,38.0,38.0,2.0,1.0
100000000.0,55.0,36.0,2.0,1.0
150000000.0,40.0,40.0,2.0,1.0
100000000.0,55.0,36.0,2.0,1.0
172000000.0,45.0,45.0,2.0,1.0
2400000000.0,153.0,200.0,4.0,3.0
650000000.0,66.0,33.0,2.0,1.0
1700000000.0,84.0,96.0,2.0,2.0
650000000.0,66.0,33.0,2.0,1.0
800000000.0,101.0,45.0,3.0,2.0
840000000.0,84.0,48.0,2.0,1.0
945000000.0,105.0,60.0,2.0,1.0
1020000000.0,86.0,50.0,2.0,1.0
1080000000.0,84.0,84.0,3.0,2.0
699000000.0,88.0,40.0,2.0,1.0
810000000.0,105.0,45.0,2.0,1.0
1380000000.0,105.0,150.0,3.0,2.0
699000000.0,88.0,40.0,2.0,1.0
1500000000.0,164.0,104.0,3.0,3.0
1080000000.0,84.0,84.0,3.0,2.0
810000000.0,105.0,45.0,2.0,1.0
1080000000.0,84.0,84.0,3.0,2.0
780000000.0,98.0,68.0,3.0,1.0
800000000.0,96.0,71.0,2.0,1.0
840000000.0,90.0,180.0,3.0,4.0
699000000.0,88.0,40.0,2.0,1.0
650000000.0,88.0,53.0,2.0,1.0
1140000000.0,84.0,76.0,3.0,2.0
1140000000.0,84.0,76.0,3.0,2.0
1380000000.0,105.0,150.0,3.0,2.0
1080000000.0,84.0,84.0,3.0,2.0
1140000000.0,84.0,76.0,3.0,2.0
1140000000.0,84.0,76.0,3.0,2.0
1380000000.0,105.0,150.0,3.0,2.0
1620000000.0,104.0,180.0,5.0,2.0
810000000.0,105.0,45.0,2.0,1.0
695000000.0,82.0,45.0,2.0,1.0
450000000.0,72.0,72.0,2.0,1.0
850000000.0,131.0,177.0,3.0,1.0
655000000.0,78.0,36.0,2.0,1.0
545000000.0,68.0,36.0,2.0,1.0
2000000000.0,144.0,300.0,4.0,4.0
649000000.0,68.0,36.0,2.0,1.0
2900000000.0,530.0,270.0,3.0,4.0
688000000.0,74.0,36.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
400000000.0,80.0,48.0,2.0,1.0
200000000.0,72.0,36.0,2.0,1.0
575000000.0,88.0,55.0,3.0,2.0
1500000000.0,200.0,400.0,4.0,3.0
644000000.0,76.0,36.0,2.0,1.0
500000000.0,60.0,54.0,3.0,2.0
600000000.0,70.0,54.0,3.0,2.0
400000000.0,61.0,40.0,2.0,1.0
400000000.0,61.0,40.0,2.0,1.0
560000000.0,64.0,40.0,2.0,1.0
600000000.0,70.0,54.0,3.0,2.0
655000000.0,78.0,36.0,2.0,1.0
500000000.0,60.0,54.0,3.0,2.0
600000000.0,70.0,54.0,3.0,2.0
999000000.0,72.0,90.0,3.0,2.0
750000000.0,105.0,90.0,3.0,2.0
185000000.0,50.0,36.0,2.0,1.0
500000000.0,60.0,54.0,3.0,2.0
590000000.0,72.0,45.0,2.0,1.0
599000000.0,72.0,45.0,2.0,1.0
514000000.0,72.0,42.0,2.0,1.0
624000000.0,84.0,48.0,2.0,1.0
624000000.0,84.0,48.0,2.0,1.0
494000000.0,69.0,41.0,2.0,1.0
594000000.0,72.0,45.0,2.0,1.0
499000000.0,63.0,41.0,2.0,1.0
499000000.0,63.0,41.0,2.0,1.0
599000000.0,72.0,45.0,2.0,1.0
599000000.0,72.0,45.0,2.0,1.0
1100000000.0,84.0,84.0,3.0,2.0
600000000.0,77.0,36.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
780000000.0,105.0,55.0,2.0,1.0
700000000.0,90.0,80.0,3.0,3.0
650000000.0,66.0,33.0,2.0,1.0
1350000000.0,135.0,90.0,4.0,3.0
1350000000.0,94.0,96.0,3.0,2.0
4000000000.0,377.0,277.0,3.0,2.0
5000000000.0,746.0,369.0,4.0,4.0
7500000000.0,1720.0,700.0,4.0,3.0
770000000.0,77.0,60.0,3.0,2.0
5200000000.0,983.0,1200.0,5.0,4.0
1500000000.0,144.0,150.0,3.0,3.0
2400000000.0,153.0,200.0,4.0,3.0
650000000.0,66.0,33.0,2.0,1.0
650000000.0,66.0,33.0,2.0,1.0
650000000.0,66.0,33.0,2.0,1.0
1440000000.0,90.0,110.0,3.0,2.0
1890000000.0,112.0,110.0,2.0,3.0
2380000000.0,144.0,136.0,2.0,3.0
1980000000.0,120.0,155.0,6.0,3.0
7000000000.0,940.0,450.0,7.0,5.0
2040000000.0,180.0,120.0,4.0,3.0
1980000000.0,120.0,155.0,6.0,3.0
1440000000.0,198.0,150.0,4.0,2.0
1980000000.0,120.0,155.0,6.0,3.0
1440000000.0,198.0,150.0,4.0,2.0
1440000000.0,198.0,150.0,4.0,2.0
1980000000.0,120.0,155.0,6.0,3.0
1440000000.0,198.0,150.0,4.0,2.0
2000000000.0,198.0,230.0,5.0,2.0
587000000.0,60.0,60.0,3.0,1.0
500000000.0,78.0,50.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
630000000.0,36.0,90.0,2.0,1.0
5000000000.0,808.0,350.0,4.0,2.0
633000000.0,72.0,36.0,2.0,1.0
4320000000.0,216.0,307.0,4.0,4.0
3550000000.0,180.0,249.0,4.0,3.0
569000000.0,82.0,70.0,4.0,2.0
467000000.0,60.0,49.0,2.0,2.0
570000000.0,82.0,70.0,4.0,2.0
2400000000.0,153.0,200.0,4.0,3.0
2400000000.0,153.0,200.0,4.0,3.0
2400000000.0,153.0,200.0,4.0,3.0
2400000000.0,153.0,200.0,4.0,3.0
2500000000.0,270.0,250.0,5.0,4.0
2040000000.0,180.0,120.0,4.0,3.0
2040000000.0,128.0,200.0,3.0,3.0
2040000000.0,128.0,200.0,3.0,3.0
2040000000.0,128.0,200.0,3.0,3.0
2040000000.0,128.0,200.0,3.0,3.0
1100000000.0,84.0,155.0,3.0,2.0
1440000000.0,126.0,180.0,4.0,3.0
1440000000.0,126.0,180.0,4.0,3.0
1440000000.0,198.0,150.0,4.0,2.0
780000000.0,116.0,85.0,3.0,2.0
1980000000.0,120.0,155.0,6.0,3.0
1440000000.0,126.0,180.0,4.0,3.0
1000000000.0,309.0,300.0,7.0,6.0
1350000000.0,94.0,96.0,3.0,2.0
530000000.0,64.0,54.0,3.0,2.0
784000000.0,90.0,80.0,3.0,3.0
4500000000.0,366.0,450.0,4.0,4.0
12500000000.0,502.0,430.0,4.0,3.0
3600000000.0,625.0,350.0,4.0,4.0
890000000.0,60.0,55.0,2.0,2.0
810000000.0,90.0,45.0,2.0,1.0
630000000.0,84.0,70.0,2.0,1.0
2550000000.0,165.0,160.0,3.0,3.0
468000000.0,109.0,90.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
570000000.0,69.0,72.0,2.0,1.0
3800000000.0,230.0,300.0,4.0,2.0
3800000000.0,230.0,300.0,4.0,2.0
3000000000.0,215.0,200.0,3.0,2.0
2000000000.0,120.0,160.0,3.0,3.0
2400000000.0,200.0,150.0,2.0,2.0
388000000.0,120.0,50.0,2.0,1.0
4600000000.0,180.0,237.0,4.0,3.0
546000000.0,60.0,30.0,2.0,1.0
1000000000.0,168.0,155.0,5.0,2.0
1680000000.0,186.0,110.0,3.0,2.0
2550000000.0,165.0,160.0,3.0,3.0
2550000000.0,165.0,160.0,3.0,3.0
1680000000.0,200.0,90.0,3.0,2.0
1680000000.0,186.0,110.0,3.0,2.0
2550000000.0,165.0,160.0,3.0,3.0
1680000000.0,186.0,110.0,3.0,2.0
2550000000.0,165.0,160.0,3.0,3.0
1680000000.0,200.0,90.0,3.0,2.0
1680000000.0,186.0,110.0,3.0,2.0
1680000000.0,186.0,110.0,3.0,2.0
1680000000.0,200.0,90.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1400000000.0,120.0,100.0,4.0,3.0
13000000000.0,1000.0,276.0,4.0,4.0
2040000000.0,180.0,120.0,4.0,3.0
275000000.0,60.0,36.0,2.0,1.0
275000000.0,60.0,36.0,2.0,1.0
1680000000.0,200.0,90.0,3.0,2.0
5000000000.0,330.0,525.0,4.0,4.0
1500000000.0,128.0,99.0,3.0,2.0
1450000000.0,120.0,90.0,3.0,2.0
2650000000.0,200.0,240.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
3500000000.0,300.0,350.0,4.0,3.0
1250000000.0,105.0,110.0,3.0,2.0
1600000000.0,144.0,170.0,4.0,3.0
1450000000.0,105.0,140.0,3.0,2.0
10000000000.0,577.0,600.0,5.0,4.0
3800000000.0,220.0,300.0,5.0,3.0
3800000000.0,220.0,300.0,5.0,3.0
3500000000.0,375.0,400.0,4.0,3.0
1450000000.0,105.0,140.0,3.0,2.0
1030000000.0,105.0,70.0,2.0,1.0
1200000000.0,105.0,120.0,3.0,2.0
2950000000.0,200.0,200.0,4.0,4.0
2650000000.0,160.0,232.0,4.0,3.0
1700000000.0,144.0,220.0,4.0,2.0
1700000000.0,144.0,220.0,4.0,2.0
1200000000.0,105.0,120.0,3.0,3.0
700000000.0,90.0,45.0,2.0,1.0
699000000.0,90.0,45.0,2.0,1.0
4100000000.0,180.0,237.0,4.0,4.0
7600000000.0,300.0,381.0,4.0,4.0
8300000000.000001,315.0,381.0,4.0,4.0
6300000000.0,240.0,333.0,4.0,4.0
1150000000.0,105.0,45.0,2.0,1.0
4600000000.0,180.0,237.0,4.0,3.0
900000000.0,81.0,81.0,3.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
900000000.0,70.0,90.0,3.0,2.0
1440000000.0,126.0,180.0,4.0,3.0
1440000000.0,126.0,180.0,4.0,3.0
755000000.0,78.0,60.0,3.0,2.0
785000000.0,85.0,60.0,3.0,2.0
685000000.0,64.0,60.0,3.0,2.0
830000000.0,112.0,75.0,3.0,2.0
830000000.0,112.0,75.0,3.0,2.0
725000000.0,84.0,36.0,2.0,1.0
1620000000.0,104.0,180.0,5.0,2.0
400000000.0,72.0,36.0,2.0,1.0
280000000.0,50.0,40.0,2.0,1.0
495000000.0,96.0,50.0,2.0,1.0
780000000.0,105.0,55.0,2.0,1.0
780000000.0,105.0,55.0,2.0,1.0
2600000000.0,350.0,370.0,4.0,4.0
1650000000.0,154.0,100.0,3.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
975000000.0,148.0,140.0,3.0,2.0
975000000.0,148.0,140.0,3.0,2.0
992000000.0,75.0,84.0,2.0,2.0
2040000000.0,180.0,120.0,4.0,3.0
2040000000.0,180.0,120.0,4.0,3.0
1000000000.0,210.0,67.0,2.0,2.0
2650000000.0,347.0,303.0,3.0,3.0
3900000000.0,508.0,278.0,4.0,4.0
2040000000.0,128.0,200.0,3.0,3.0
798000000.0,60.0,61.0,2.0,2.0
590000000.0,60.0,40.0,2.0,2.0
749000000.0,72.0,48.0,3.0,1.0
674000000.0,72.0,39.0,2.0,1.0
516000000.0,60.0,27.0,2.0,1.0
516000000.0,60.0,27.0,2.0,1.0
655000000.0,64.0,60.0,3.0,2.0
782000000.0,60.0,61.0,2.0,2.0
