harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
460000000.0,27.0,60.0,2.0,1.0
800000000.0,60.0,61.0,2.0,2.0
475000000.0,72.0,36.0,2.0,1.0
450000000.0,72.0,36.0,2.0,1.0
400000000.0,120.0,90.0,2.0,2.0
470000000.0,147.0,40.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
168000000.0,66.0,24.0,1.0,1.0
400000000.0,60.0,40.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
500000000.0,60.0,48.0,2.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
619000000.0,90.0,36.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
908000000.0,125.0,48.0,2.0,1.0
651000000.0,84.0,45.0,2.0,1.0
651000000.0,84.0,45.0,2.0,1.0
651000000.0,84.0,45.0,2.0,1.0
651000000.0,84.0,45.0,2.0,1.0
651000000.0,84.0,45.0,2.0,1.0
1070000000.0,84.0,95.0,3.0,3.0
535000000.0,70.0,36.0,2.0,1.0
535000000.0,70.0,36.0,2.0,1.0
535000000.0,70.0,36.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
661000000.0,84.0,40.0,2.0,1.0
1160000000.0,84.0,95.0,3.0,3.0
921000000.0,125.0,48.0,2.0,1.0
500000000.0,72.0,36.0,2.0,1.0
650000000.0,90.0,51.0,2.0,1.0
551000000.0,70.0,36.0,2.0,1.0
980000000.0,125.0,48.0,2.0,1.0
655000000.0,64.0,60.0,3.0,2.0
800000000.0,60.0,42.0,2.0,1.0
1200000000.0,165.0,74.0,3.0,2.0
700000000.0,68.0,62.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
685000000.0,64.0,60.0,3.0,2.0
514000000.0,60.0,22.0,2.0,1.0
798000000.0,72.0,70.0,3.0,2.0
75000000.0,60.0,30.0,2.0,1.0
455000000.0,65.0,36.0,2.0,1.0
931000000.0,60.0,72.0,2.0,2.0
410000000.0,60.0,36.0,2.0,1.0
900000000.0,70.0,90.0,3.0,2.0
440000000.0,61.0,40.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
466000000.0,60.0,40.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
800000000.0,70.0,60.0,3.0,2.0
750000000.0,70.0,60.0,3.0,2.0
450000000.0,72.0,36.0,2.0,1.0
390000000.0,72.0,45.0,2.0,1.0
400000000.0,72.0,36.0,2.0,1.0
330000000.0,72.0,60.0,2.0,1.0
300000000.0,72.0,60.0,2.0,1.0
265000000.0,67.0,36.0,2.0,1.0
499000000.0,66.0,41.0,3.0,2.0
225000000.0,60.0,36.0,2.0,1.0
2700000000.0,180.0,450.0,5.0,5.0
300000000.0,72.0,45.0,3.0,1.0
470000000.0,147.0,40.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
8500000000.0,1068.0,400.0,3.0,2.0
2500000000.0,238.0,154.0,3.0,3.0
7400000000.0,924.0,220.0,3.0,3.0
5400000000.0,600.0,220.0,3.0,2.0
5400000000.0,600.0,220.0,3.0,3.0
2000000000.0,250.0,200.0,6.0,2.0
395000000.0,72.0,36.0,2.0,1.0
2250000000.0,928.0,100.0,4.0,2.0
260000000.0,100.0,70.0,4.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
13900000000.0,8000.0,1000.0,4.0,5.0
2700000000.0,500.0,350.0,37.0,15.0
4400000000.0,394.0,176.0,3.0,2.0
1550000000.0,170.0,90.0,3.0,2.0
875000000.0,105.0,80.0,2.0,1.0
4800000000.0,563.0,171.0,6.0,3.0
1370000000.0,195.0,149.0,3.0,2.0
1370000000.0,195.0,149.0,3.0,3.0
1500000000.0,136.0,168.0,3.0,2.0
2200000000.0,198.0,170.0,4.0,3.0
2300000000.0,240.0,250.0,4.0,3.0
1350000000.0,94.0,96.0,3.0,2.0
2900000000.0,180.0,180.0,4.0,4.0
2500000000.0,240.0,228.0,4.0,4.0
1330000000.0,160.0,88.0,3.0,2.0
7900000000.0,465.0,347.0,5.0,3.0
1250000000.0,214.0,275.0,3.0,2.0
575000000.0,90.0,80.0,2.0,1.0
476000000.0,86.0,40.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
540000000.0,85.0,45.0,2.0,1.0
360000000.0,72.0,36.0,2.0,1.0
451000000.0,60.0,32.0,2.0,1.0
443000000.0,60.0,36.0,2.0,1.0
439000000.0,60.0,36.0,2.0,1.0
425000000.0,60.0,36.0,2.0,1.0
415000000.0,60.0,36.0,2.0,1.0
409000000.0,60.0,36.0,2.0,1.0
300000000.0,84.0,42.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
470000000.0,147.0,40.0,2.0,1.0
599000000.0,42.0,84.0,2.0,1.0
200000000.0,50.0,36.0,2.0,1.0
3800000000.0,1337.0,144.0,4.0,3.0
45000000000.0,7400.0,1233.0,5.0,7.0
650000000.0,60.0,90.0,3.0,2.0
1800000000.0,487.0,250.0,4.0,2.0
6000000000.0,4640.0,500.0,4.0,4.0
5000000000.0,2500.0,500.0,16.0,16.0
7000000000.0,4600.0,500.0,4.0,3.0
2500000000.0,1500.0,1000.0,3.0,3.0
900000000.0,150.0,100.0,4.0,2.0
1500000000.0,1000.0,150.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
5000000000.0,3033.0,500.0,16.0,8.0
4200000000.0,363.0,170.0,3.0,3.0
4850000000.0,531.0,222.0,3.0,3.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
285000000.0,60.0,36.0,2.0,1.0
285000000.0,60.0,36.0,2.0,1.0
50000000000.0,5025.0,300.0,4.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
459000000.0,60.0,32.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
600000000.0,102.0,102.0,2.0,1.0
2600000000.0,202.0,186.0,3.0,3.0
45000000000.0,5930.0,800.0,13.0,8.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
835000000.0,90.0,60.0,2.0,1.0
1350000000.0,94.0,96.0,3.0,2.0
879000000.0,92.0,71.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
35000000000.0,5360.0,624.0,8.0,9.0
900000000.0,109.0,90.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1350000000.0,94.0,96.0,3.0,2.0
1500000000.0,150.0,100.0,4.0,2.0
628000000.0,60.0,63.0,3.0,2.0
595000000.0,90.0,45.0,2.0,1.0
1900000000.0,266.0,255.0,3.0,2.0
685000000.0,64.0,60.0,3.0,2.0
285000000.0,66.0,45.0,2.0,1.0
400000000.0,60.0,40.0,2.0,1.0
800000000.0,70.0,60.0,3.0,2.0
300000000.0,72.0,50.0,2.0,1.0
850000000.0,170.0,110.0,3.0,2.0
1200000000.0,170.0,100.0,2.0,1.0
550000000.0,132.0,100.0,3.0,2.0
355000000.0,72.0,65.0,3.0,2.0
430000000.0,72.0,100.0,3.0,2.0
245000000.0,84.0,56.0,2.0,1.0
245000000.0,72.0,60.0,2.0,1.0
950000000.0,160.0,45.0,2.0,1.0
250000000.0,72.0,60.0,2.0,1.0
250000000.0,72.0,60.0,2.0,1.0
295000000.0,120.0,30.0,2.0,1.0
235000000.0,72.0,36.0,2.0,1.0
350000000.0,90.0,55.0,2.0,1.0
350000000.0,90.0,55.0,2.0,1.0
350000000.0,90.0,55.0,2.0,1.0
225000000.0,90.0,36.0,2.0,1.0
280000000.0,90.0,36.0,2.0,1.0
650000000.0,144.0,70.0,2.0,2.0
549000000.0,120.0,38.0,2.0,1.0
434000000.0,90.0,36.0,2.0,1.0
750000000.0,84.0,70.0,2.0,2.0
450000000.0,72.0,36.0,2.0,1.0
1100000000.0,155.0,103.0,3.0,3.0
3000000000.0,162.0,300.0,4.0,4.0
1800000000.0,162.0,170.0,3.0,3.0
3300000000.0,351.0,150.0,4.0,3.0
1050000000.0,115.0,95.0,2.0,1.0
775000000.0,72.0,69.0,3.0,2.0
919000000.0,110.0,69.0,3.0,2.0
908000000.0,108.0,69.0,3.0,2.0
775000000.0,72.0,69.0,3.0,2.0
440000000.0,78.0,42.0,2.0,1.0
1020000000.0,112.0,133.0,4.0,3.0
805000000.0,91.0,112.0,4.0,2.0
1000000000.0,4000.0,2000.0,4.0,4.0
2600000000.0,1750.0,500.0,3.0,3.0
500000000.0,200.0,350.0,3.0,3.0
7500000000.0,4704.0,1000.0,4.0,3.0
2500000000.0,198.0,350.0,4.0,3.0
820000000.0,178.0,100.0,4.0,2.0
389000000.0,110.0,161.0,3.0,3.0
4000000000.0,636.0,350.0,4.0,4.0
85000000.0,72.0,72.0,2.0,1.0
338000000.0,72.0,36.0,2.0,1.0
3500000000.0,4445.0,350.0,5.0,4.0
550000000.0,72.0,32.0,2.0,1.0
799000000.0,74.0,70.0,3.0,2.0
811000000.0,72.0,70.0,3.0,2.0
660000000.0,80.0,45.0,2.0,1.0
1200000000.0,120.0,100.0,3.0,3.0
330000000.0,60.0,40.0,2.0,1.0
1200000000.0,120.0,100.0,3.0,3.0
660000000.0,80.0,45.0,2.0,1.0
2280000000.0,180.0,200.0,3.0,4.0
790000000.0,72.0,85.0,3.0,2.0
690000000.0,75.0,50.0,2.0,1.0
1030000000.0,83.0,90.0,3.0,2.0
660000000.0,80.0,45.0,2.0,1.0
495000000.0,73.0,50.0,2.0,1.0
885000000.0,54.0,85.0,3.0,3.0
775000000.0,91.0,75.0,3.0,2.0
900000000.0,60.0,72.0,2.0,1.0
650000000.0,75.0,45.0,2.0,1.0
799000000.0,70.0,74.0,3.0,2.0
930000000.0,72.0,80.0,3.0,2.0
895000000.0,68.0,90.0,3.0,3.0
775000000.0,91.0,70.0,3.0,2.0
725000000.0,68.0,42.0,2.0,1.0
800000000.0,70.0,72.0,3.0,2.0
1150000000.0,70.0,110.0,3.0,3.0
494000000.0,66.0,40.0,2.0,1.0
940000000.0,88.0,100.0,3.0,3.0
1200000000.0,180.0,356.0,4.0,3.0
560000000.0,55.0,47.0,3.0,2.0
350000000.0,60.0,40.0,2.0,1.0
625000000.0,75.0,55.0,2.0,1.0
750000000.0,103.0,60.0,3.0,2.0
675000000.0,70.0,50.0,2.0,1.0
400000000.0,68.0,45.0,2.0,1.0
895000000.0,89.0,75.0,3.0,2.0
930000000.0,85.0,120.0,4.0,3.0
865000000.0,50.0,80.0,3.0,3.0
1120000000.0,72.0,100.0,3.0,3.0
1150000000.0,70.0,100.0,3.0,2.0
1270000000.0,65.0,92.0,3.0,3.0
1000000000.0,100.0,84.0,3.0,2.0
220000000.0,60.0,36.0,2.0,1.0
390000000.0,150.0,54.0,2.0,2.0
1580000000.0,84.0,90.0,3.0,3.0
1300000000.0,75.0,103.0,3.0,3.0
945000000.0,60.0,74.0,3.0,2.0
1200000000.0,117.0,165.0,4.0,3.0
1580000000.0,84.0,85.0,3.0,3.0
550000000.0,63.0,37.0,2.0,1.0
2990000000.0,232.0,150.0,4.0,4.0
1050000000.0,83.0,154.0,5.0,2.0
875000000.0,61.0,78.0,3.0,2.0
1200000000.0,98.0,78.0,2.0,3.0
800000000.0,67.0,54.0,3.0,2.0
750000000.0,62.0,63.0,3.0,2.0
1980000000.0,143.0,180.0,4.0,3.0
1050000000.0,83.0,154.0,5.0,2.0
2990000000.0,232.0,150.0,4.0,4.0
595000000.0,88.0,40.0,2.0,1.0
1050000000.0,83.0,154.0,5.0,2.0
535000000.0,73.0,40.0,2.0,1.0
897000000.0,90.0,70.0,3.0,2.0
678000000.0,60.0,54.0,3.0,2.0
617000000.0,60.0,46.0,2.0,2.0
2990000000.0,232.0,150.0,4.0,4.0
1020000000.0,86.0,50.0,2.0,1.0
945000000.0,105.0,60.0,2.0,1.0
945000000.0,105.0,60.0,2.0,1.0
1050000000.0,83.0,154.0,3.0,2.0
840000000.0,84.0,48.0,2.0,1.0
1020000000.0,67.0,70.0,3.0,2.0
1300000000.0,115.0,135.0,4.0,2.0
800000000.0,68.0,56.0,3.0,2.0
795000000.0,60.0,77.0,3.0,2.0
897000000.0,70.0,70.0,3.0,2.0
607000000.0,60.0,46.0,2.0,2.0
1950000000.0,158.0,90.0,2.0,2.0
2500000000.0,218.0,45.0,2.0,1.0
710000000.0,62.0,70.0,3.0,2.0
800000000.0,101.0,78.0,3.0,3.0
2300000000.0,218.0,45.0,2.0,1.0
850000000.0,56.0,60.0,3.0,2.0
900000000.0,178.0,135.0,4.0,2.0
839000000.0,70.0,69.0,3.0,2.0
3300000000.0,280.0,400.0,5.0,4.0
662000000.0,40.0,52.0,2.0,2.0
679000000.0,57.0,54.0,3.0,2.0
1960000000.0,163.0,130.0,3.0,3.0
1510000000.0,74.0,88.0,3.0,2.0
1470000000.0,90.0,90.0,3.0,2.0
1610000000.0,151.0,88.0,3.0,2.0
1340000000.0,78.0,110.0,3.0,3.0
865000000.0,58.0,76.0,3.0,2.0
563000000.0,61.0,37.0,2.0,1.0
563000000.0,61.0,37.0,2.0,1.0
563000000.0,61.0,37.0,2.0,1.0
670000000.0,92.0,45.0,2.0,1.0
260000000.0,60.0,36.0,2.0,1.0
365000000.0,62.0,36.0,2.0,1.0
660000000.0,82.0,50.0,2.0,1.0
195000000.0,40.0,36.0,2.0,1.0
440000000.0,60.0,36.0,2.0,1.0
400000000.0,203.0,130.0,3.0,2.0
85000000.0,60.0,30.0,2.0,1.0
410000000.0,74.0,36.0,2.0,1.0
473000000.0,72.0,36.0,2.0,1.0
501000000.0,85.0,36.0,2.0,1.0
200000000.0,50.0,36.0,2.0,1.0
215000000.0,50.0,36.0,2.0,1.0
559000000.0,74.0,36.0,2.0,1.0
410000000.0,65.0,36.0,2.0,1.0
372000000.0,75.0,27.0,2.0,1.0
375000000.0,75.0,27.0,2.0,1.0
325000000.0,60.0,40.0,2.0,1.0
325000000.0,60.0,40.0,2.0,1.0
325000000.0,60.0,40.0,2.0,1.0
150000000.0,55.0,36.0,2.0,1.0
1560000000.0,109.0,90.0,3.0,2.0
849000000.0,50.0,85.0,3.0,3.0
960000000.0,70.0,115.0,3.0,2.0
615000000.0,70.0,48.0,2.0,1.0
940000000.0,88.0,120.0,3.0,3.0
775000000.0,91.0,70.0,3.0,2.0
625000000.0,75.0,50.0,2.0,1.0
680000000.0,64.0,60.0,2.0,2.0
700000000.0,105.0,55.0,2.0,1.0
600000000.0,85.0,50.0,2.0,1.0
995000000.0,80.0,95.0,4.0,3.0
774000000.0,92.0,70.0,3.0,2.0
590000000.0,70.0,48.0,2.0,1.0
754000000.0,50.0,70.0,3.0,2.0
774000000.0,68.0,56.0,3.0,2.0
799000000.0,70.0,60.0,3.0,2.0
600000000.0,85.0,50.0,2.0,1.0
725000000.0,70.0,55.0,2.0,1.0
790000000.0,70.0,89.0,3.0,2.0
900000000.0,60.0,80.0,3.0,2.0
680000000.0,60.0,60.0,2.0,2.0
1490000000.0,98.0,130.0,3.0,3.0
1490000000.0,95.0,130.0,3.0,3.0
484000000.0,72.0,45.0,2.0,1.0
1550000000.0,84.0,104.0,3.0,3.0
730000000.0,101.0,48.0,2.0,1.0
590000000.0,70.0,48.0,2.0,1.0
595000000.0,72.0,48.0,2.0,1.0
592000000.0,70.0,48.0,2.0,1.0
550000000.0,72.0,50.0,2.0,1.0
680000000.0,70.0,45.0,2.0,1.0
965000000.0,70.0,115.0,3.0,2.0
870000000.0,131.0,140.0,3.0,1.0
1260000000.0,164.0,95.0,3.0,2.0
780000000.0,72.0,42.0,2.0,1.0
900000000.0,81.0,81.0,3.0,1.0
780000000.0,72.0,42.0,2.0,1.0
1020000000.0,84.0,40.0,2.0,2.0
900000000.0,81.0,81.0,3.0,1.0
1260000000.0,164.0,95.0,3.0,2.0
780000000.0,72.0,42.0,2.0,1.0
1020000000.0,84.0,40.0,2.0,2.0
1260000000.0,164.0,95.0,3.0,2.0
1150000000.0,94.0,70.0,3.0,2.0
500000000.0,75.0,50.0,2.0,1.0
870000000.0,131.0,140.0,3.0,1.0
870000000.0,131.0,140.0,3.0,1.0
960000000.0,108.0,90.0,2.0,1.0
870000000.0,131.0,140.0,3.0,1.0
960000000.0,108.0,90.0,2.0,1.0
870000000.0,131.0,140.0,3.0,1.0
960000000.0,108.0,90.0,2.0,1.0
1260000000.0,164.0,95.0,3.0,2.0
630000000.0,72.0,52.0,3.0,1.0
470000000.0,70.0,48.0,2.0,1.0
484000000.0,72.0,45.0,2.0,1.0
785000000.0,84.0,70.0,3.0,2.0
1370000000.0,124.0,75.0,3.0,3.0
3500000000.0,234.0,150.0,3.0,3.0
3500000000.0,234.0,150.0,3.0,3.0
1140000000.0,84.0,76.0,3.0,2.0
780000000.0,98.0,68.0,3.0,1.0
1560000000.0,72.0,90.0,3.0,2.0
660000000.0,72.0,72.0,2.0,1.0
750000000.0,60.0,60.0,3.0,2.0
1560000000.0,72.0,90.0,3.0,2.0
780000000.0,98.0,68.0,3.0,1.0
660000000.0,72.0,72.0,2.0,1.0
660000000.0,72.0,72.0,2.0,1.0
660000000.0,72.0,72.0,2.0,1.0
1020000000.0,86.0,50.0,2.0,1.0
1560000000.0,72.0,90.0,3.0,2.0
800000000.0,96.0,71.0,2.0,1.0
465000000.0,60.0,38.0,2.0,1.0
800000000.0,96.0,71.0,2.0,1.0
660000000.0,72.0,72.0,2.0,1.0
1560000000.0,72.0,90.0,3.0,2.0
780000000.0,98.0,68.0,3.0,1.0
800000000.0,96.0,71.0,2.0,1.0
464000000.0,60.0,38.0,2.0,1.0
800000000.0,84.0,71.0,3.0,2.0
999000000.0,89.0,80.0,3.0,2.0
970000000.0,81.0,70.0,3.0,2.0
580000000.0,60.0,54.0,3.0,2.0
775000000.0,67.0,65.0,3.0,2.0
70000000.0,78.0,45.0,2.0,2.0
660000000.0,78.0,36.0,2.0,1.0
725000000.0,66.0,56.0,3.0,2.0
559000000.0,74.0,36.0,2.0,1.0
995000000.0,95.0,100.0,3.0,3.0
725000000.0,66.0,56.0,3.0,2.0
699000000.0,66.0,56.0,3.0,2.0
1350000000.0,120.0,150.0,4.0,3.0
615000000.0,60.0,60.0,3.0,2.0
220000000.0,60.0,36.0,2.0,1.0
500000000.0,60.0,38.0,2.0,1.0
1100000000.0,96.0,75.0,3.0,3.0
1920000000.0,167.0,160.0,2.0,3.0
2040000000.0,113.0,150.0,2.0,2.0
1560000000.0,72.0,140.0,3.0,3.0
1920000000.0,167.0,160.0,2.0,3.0
1100000000.0,96.0,75.0,3.0,3.0
1100000000.0,96.0,75.0,3.0,3.0
1560000000.0,72.0,140.0,3.0,3.0
1500000000.0,151.0,150.0,4.0,3.0
1980000000.0,95.0,105.0,3.0,2.0
699000000.0,42.0,66.0,3.0,2.0
960000000.0,108.0,90.0,2.0,1.0
1100000000.0,96.0,75.0,3.0,3.0
1920000000.0,167.0,160.0,2.0,3.0
2040000000.0,113.0,150.0,2.0,2.0
1560000000.0,72.0,140.0,3.0,3.0
1500000000.0,151.0,150.0,4.0,3.0
2040000000.0,113.0,150.0,2.0,2.0
1650000000.0,78.0,110.0,3.0,3.0
1500000000.0,151.0,150.0,4.0,3.0
1410000000.0,180.0,112.0,3.0,3.0
1500000000.0,151.0,150.0,4.0,3.0
1100000000.0,96.0,75.0,3.0,3.0
1410000000.0,112.0,180.0,3.0,3.0
1410000000.0,112.0,180.0,3.0,3.0
1920000000.0,167.0,160.0,2.0,3.0
1560000000.0,72.0,140.0,3.0,3.0
295000000.0,70.0,45.0,2.0,1.0
1720000000.0,84.0,155.0,3.0,3.0
1430000000.0,67.0,90.0,4.0,3.0
2900000000.0,305.0,200.0,3.0,3.0
1500000000.0,164.0,104.0,3.0,3.0
1020000000.0,86.0,50.0,2.0,1.0
1500000000.0,164.0,104.0,3.0,3.0
900000000.0,119.0,90.0,3.0,2.0
840000000.0,84.0,48.0,2.0,1.0
840000000.0,84.0,48.0,2.0,1.0
800000000.0,96.0,71.0,2.0,1.0
1020000000.0,86.0,50.0,2.0,1.0
945000000.0,105.0,60.0,2.0,1.0
1020000000.0,120.0,140.0,3.0,2.0
945000000.0,105.0,60.0,2.0,1.0
1500000000.0,164.0,104.0,3.0,3.0
897000000.0,90.0,70.0,3.0,2.0
900000000.0,119.0,90.0,3.0,2.0
1200000000.0,90.0,135.0,2.0,2.0
840000000.0,84.0,48.0,2.0,1.0
1200000000.0,98.0,78.0,2.0,3.0
1020000000.0,120.0,140.0,3.0,2.0
1500000000.0,164.0,104.0,3.0,3.0
1300000000.0,220.0,180.0,3.0,3.0
1000000000.0,140.0,140.0,3.0,2.0
1850000000.0,160.0,230.0,4.0,3.0
1080000000.0,90.0,70.0,2.0,1.0
2280000000.0,180.0,200.0,3.0,4.0
900000000.0,119.0,90.0,3.0,2.0
900000000.0,119.0,90.0,3.0,2.0
870000000.0,71.0,61.0,3.0,2.0
1080000000.0,90.0,70.0,2.0,1.0
1080000000.0,90.0,70.0,2.0,1.0
2280000000.0,180.0,200.0,3.0,4.0
1560000000.0,115.0,145.0,3.0,3.0
900000000.0,90.0,45.0,2.0,2.0
1800000000.0,106.0,150.0,3.0,3.0
1800000000.0,106.0,150.0,3.0,3.0
1800000000.0,106.0,150.0,3.0,3.0
1800000000.0,106.0,150.0,3.0,3.0
2040000000.0,150.0,115.0,3.0,3.0
4200000000.0,194.0,120.0,3.0,4.0
658000000.0,55.0,55.0,2.0,2.0
2280000000.0,180.0,200.0,3.0,4.0
780000000.0,98.0,68.0,3.0,1.0
1560000000.0,115.0,145.0,3.0,3.0
900000000.0,90.0,45.0,2.0,2.0
1560000000.0,115.0,145.0,3.0,3.0
900000000.0,90.0,45.0,2.0,2.0
2040000000.0,150.0,115.0,3.0,3.0
900000000.0,90.0,45.0,2.0,2.0
2280000000.0,180.0,200.0,3.0,4.0
1560000000.0,115.0,145.0,3.0,3.0
4200000000.0,194.0,120.0,3.0,4.0
800000000.0,70.0,68.0,3.0,2.0
556000000.0,55.0,55.0,2.0,2.0
651000000.0,54.0,55.0,2.0,2.0
995000000.0,72.0,70.0,3.0,2.0
1200000000.0,120.0,100.0,3.0,3.0
1200000000.0,120.0,100.0,3.0,3.0
1100000000.0,72.0,105.0,3.0,4.0
485000000.0,84.0,55.0,2.0,1.0
1400000000.0,78.0,120.0,3.0,2.0
1980000000.0,95.0,105.0,3.0,2.0
1650000000.0,78.0,110.0,3.0,3.0
1680000000.0,152.0,88.0,3.0,2.0
750000000.0,72.0,43.0,1.0,1.0
950000000.0,85.0,100.0,2.0,2.0
6500000000.0,468.0,400.0,5.0,5.0
1400000000.0,78.0,120.0,3.0,2.0
1150000000.0,72.0,110.0,3.0,3.0
960000000.0,90.0,60.0,2.0,1.0
1400000000.0,78.0,120.0,3.0,2.0
1980000000.0,95.0,105.0,3.0,2.0
2520000000.0,150.0,200.0,4.0,3.0
1560000000.0,109.0,90.0,3.0,2.0
1500000000.0,151.0,150.0,4.0,3.0
1920000000.0,167.0,160.0,2.0,3.0
1560000000.0,72.0,140.0,3.0,3.0
1400000000.0,78.0,120.0,3.0,2.0
2520000000.0,150.0,200.0,4.0,3.0
2520000000.0,132.0,125.0,4.0,3.0
1980000000.0,95.0,105.0,3.0,2.0
2640000000.0,110.0,140.0,4.0,4.0
2040000000.0,113.0,150.0,2.0,2.0
1650000000.0,78.0,110.0,3.0,3.0
1410000000.0,180.0,112.0,3.0,3.0
1200000000.0,120.0,77.0,2.0,2.0
1650000000.0,140.0,200.0,4.0,3.0
1900000000.0,120.0,180.0,3.0,3.0
2200000000.0,118.0,160.0,3.0,3.0
2550000000.0,120.0,158.0,3.0,3.0
1480000000.0,60.0,73.0,3.0,2.0
5700000000.0,246.0,320.0,4.0,4.0
3500000000.0,200.0,365.0,4.0,4.0
1570000000.0,112.0,56.0,3.0,1.0
970000000.0,70.0,115.0,3.0,2.0
1950000000.0,120.0,180.0,4.0,2.0
3000000000.0,250.0,225.0,3.0,3.0
4000000000.0,425.0,237.0,5.0,4.0
750000000.0,170.0,200.0,4.0,2.0
800000000.0,65.0,78.0,3.0,3.0
2500000000.0,120.0,178.0,3.0,3.0
890000000.0,101.0,78.0,3.0,3.0
2200000000.0,118.0,160.0,4.0,3.0
4200000000.0,234.0,400.0,3.0,3.0
4000000000.0,158.0,145.0,2.0,2.0
3500000000.0,321.0,500.0,6.0,4.0
6850000000.0,500.0,460.0,3.0,3.0
3950000000.0,300.0,250.0,3.0,3.0
1900000000.0,150.0,220.0,3.0,3.0
6200000000.0,710.0,388.0,4.0,3.0
5800000000.0,540.0,350.0,4.0,3.0
4500000000.0,387.0,175.0,4.0,3.0
1090000000.0,72.0,110.0,3.0,4.0
680000000.0,60.0,70.0,2.0,2.0
2750000000.0,187.0,200.0,3.0,3.0
1650000000.0,78.0,110.0,3.0,3.0
2280000000.0,120.0,83.0,2.0,2.0
1500000000.0,120.0,140.0,3.0,3.0
1650000000.0,108.0,150.0,2.0,2.0
1200000000.0,132.0,90.0,2.0,2.0
1350000000.0,80.0,138.0,3.0,3.0
525000000.0,75.0,36.0,2.0,1.0
2130000000.0,120.0,91.0,3.0,2.0
1450000000.0,56.0,93.0,2.0,2.0
1480000000.0,62.0,73.0,3.0,2.0
1590000000.0,71.0,84.0,3.0,3.0
1170000000.0,93.0,88.0,3.0,2.0
2520000000.0,150.0,200.0,4.0,3.0
4300000000.0,390.0,300.0,4.0,4.0
1170000000.0,93.0,88.0,3.0,2.0
400000000.0,68.0,40.0,2.0,1.0
1560000000.0,109.0,90.0,3.0,2.0
750000000.0,72.0,43.0,1.0,1.0
660000000.0,82.0,50.0,2.0,1.0
960000000.0,108.0,90.0,2.0,1.0
660000000.0,82.0,50.0,2.0,1.0
1200000000.0,120.0,45.0,2.0,1.0
1560000000.0,109.0,90.0,3.0,2.0
793000000.0,72.0,90.0,3.0,2.0
1560000000.0,109.0,90.0,3.0,2.0
484000000.0,66.0,42.0,2.0,1.0
300000000.0,60.0,40.0,2.0,1.0
750000000.0,72.0,43.0,1.0,1.0
235000000.0,50.0,36.0,2.0,1.0
1320000000.0,90.0,160.0,3.0,2.0
660000000.0,82.0,50.0,2.0,1.0
900000000.0,81.0,81.0,3.0,1.0
1260000000.0,164.0,95.0,3.0,2.0
1320000000.0,90.0,160.0,3.0,2.0
750000000.0,72.0,43.0,1.0,1.0
780000000.0,72.0,42.0,2.0,1.0
1200000000.0,120.0,100.0,3.0,3.0
750000000.0,72.0,43.0,1.0,1.0
660000000.0,82.0,50.0,2.0,1.0
1200000000.0,120.0,100.0,3.0,3.0
1020000000.0,84.0,40.0,2.0,2.0
1560000000.0,109.0,90.0,3.0,2.0
901000000.0,101.0,78.0,3.0,3.0
901000000.0,101.0,91.0,3.0,3.0
1110000000.0,91.0,101.0,4.0,3.0
485000000.0,60.0,45.0,2.0,1.0
4000000000.0,600.0,300.0,4.0,3.0
1200000000.0,84.0,75.0,2.0,2.0
800000000.0,68.0,56.0,3.0,2.0
750000000.0,70.0,69.0,3.0,2.0
600000000.0,68.0,38.0,2.0,1.0
