luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
90.0,45.0,2.0,2.0
150.0,115.0,3.0,3.0
90.0,45.0,2.0,2.0
180.0,200.0,3.0,4.0
115.0,145.0,3.0,3.0
194.0,120.0,3.0,4.0
70.0,68.0,3.0,2.0
55.0,55.0,2.0,2.0
54.0,55.0,2.0,2.0
72.0,70.0,3.0,2.0
120.0,100.0,3.0,3.0
120.0,100.0,3.0,3.0
72.0,105.0,3.0,4.0
84.0,55.0,2.0,1.0
78.0,120.0,3.0,2.0
95.0,105.0,3.0,2.0
78.0,110.0,3.0,3.0
152.0,88.0,3.0,2.0
72.0,43.0,1.0,1.0
85.0,100.0,2.0,2.0
468.0,400.0,5.0,5.0
78.0,120.0,3.0,2.0
72.0,110.0,3.0,3.0
90.0,60.0,2.0,1.0
78.0,120.0,3.0,2.0
95.0,105.0,3.0,2.0
150.0,200.0,4.0,3.0
109.0,90.0,3.0,2.0
151.0,150.0,4.0,3.0
167.0,160.0,2.0,3.0
72.0,140.0,3.0,3.0
78.0,120.0,3.0,2.0
150.0,200.0,4.0,3.0
132.0,125.0,4.0,3.0
95.0,105.0,3.0,2.0
110.0,140.0,4.0,4.0
113.0,150.0,2.0,2.0
78.0,110.0,3.0,3.0
180.0,112.0,3.0,3.0
120.0,77.0,2.0,2.0
140.0,200.0,4.0,3.0
120.0,180.0,3.0,3.0
118.0,160.0,3.0,3.0
120.0,158.0,3.0,3.0
60.0,73.0,3.0,2.0
246.0,320.0,4.0,4.0
200.0,365.0,4.0,4.0
112.0,56.0,3.0,1.0
70.0,115.0,3.0,2.0
120.0,180.0,4.0,2.0
250.0,225.0,3.0,3.0
425.0,237.0,5.0,4.0
170.0,200.0,4.0,2.0
65.0,78.0,3.0,3.0
120.0,178.0,3.0,3.0
101.0,78.0,3.0,3.0
118.0,160.0,4.0,3.0
234.0,400.0,3.0,3.0
158.0,145.0,2.0,2.0
321.0,500.0,6.0,4.0
500.0,460.0,3.0,3.0
300.0,250.0,3.0,3.0
150.0,220.0,3.0,3.0
710.0,388.0,4.0,3.0
540.0,350.0,4.0,3.0
387.0,175.0,4.0,3.0
72.0,110.0,3.0,4.0
60.0,70.0,2.0,2.0
187.0,200.0,3.0,3.0
78.0,110.0,3.0,3.0
120.0,83.0,2.0,2.0
120.0,140.0,3.0,3.0
108.0,150.0,2.0,2.0
132.0,90.0,2.0,2.0
80.0,138.0,3.0,3.0
75.0,36.0,2.0,1.0
120.0,91.0,3.0,2.0
56.0,93.0,2.0,2.0
62.0,73.0,3.0,2.0
71.0,84.0,3.0,3.0
93.0,88.0,3.0,2.0
150.0,200.0,4.0,3.0
390.0,300.0,4.0,4.0
93.0,88.0,3.0,2.0
68.0,40.0,2.0,1.0
109.0,90.0,3.0,2.0
72.0,43.0,1.0,1.0
82.0,50.0,2.0,1.0
108.0,90.0,2.0,1.0
82.0,50.0,2.0,1.0
120.0,45.0,2.0,1.0
109.0,90.0,3.0,2.0
72.0,90.0,3.0,2.0
109.0,90.0,3.0,2.0
66.0,42.0,2.0,1.0
60.0,40.0,2.0,1.0
72.0,43.0,1.0,1.0
50.0,36.0,2.0,1.0
90.0,160.0,3.0,2.0
82.0,50.0,2.0,1.0
81.0,81.0,3.0,1.0
164.0,95.0,3.0,2.0
90.0,160.0,3.0,2.0
72.0,43.0,1.0,1.0
72.0,42.0,2.0,1.0
120.0,100.0,3.0,3.0
72.0,43.0,1.0,1.0
82.0,50.0,2.0,1.0
120.0,100.0,3.0,3.0
84.0,40.0,2.0,2.0
109.0,90.0,3.0,2.0
101.0,78.0,3.0,3.0
101.0,91.0,3.0,3.0
91.0,101.0,4.0,3.0
60.0,45.0,2.0,1.0
600.0,300.0,4.0,3.0
84.0,75.0,2.0,2.0
68.0,56.0,3.0,2.0
70.0,69.0,3.0,2.0
68.0,38.0,2.0,1.0
72.0,52.0,3.0,1.0
84.0,45.0,2.0,1.0
70.0,118.0,4.0,2.0
70.0,115.0,3.0,2.0
124.0,135.0,4.0,4.0
63.0,40.0,2.0,1.0
158.0,133.0,4.0,4.0
142.0,126.0,3.0,3.0
50.0,36.0,2.0,1.0
200.0,120.0,3.0,4.0
101.0,78.0,3.0,3.0
55.0,42.0,2.0,1.0
72.0,42.0,2.0,1.0
73.0,45.0,2.0,1.0
120.0,79.0,3.0,2.0
60.0,80.0,4.0,2.0
144.0,68.0,2.0,2.0
50.0,36.0,2.0,1.0
112.0,120.0,5.0,4.0
66.0,50.0,2.0,1.0
119.0,80.0,3.0,1.0
110.0,103.0,3.0,3.0
96.0,103.0,3.0,2.0
84.0,85.0,3.0,2.0
84.0,75.0,2.0,2.0
106.0,75.0,2.0,2.0
129.0,120.0,4.0,4.0
84.0,75.0,3.0,3.0
72.0,45.0,2.0,1.0
96.0,103.0,4.0,4.0
70.0,34.0,2.0,1.0
52.0,63.0,2.0,2.0
230.0,150.0,3.0,3.0
92.0,74.0,3.0,2.0
76.0,66.0,3.0,2.0
72.0,72.0,3.0,2.0
75.0,60.0,3.0,2.0
121.0,71.0,2.0,2.0
98.0,78.0,2.0,3.0
98.0,78.0,2.0,3.0
50.0,30.0,2.0,1.0
62.0,70.0,3.0,2.0
120.0,158.0,3.0,3.0
235.0,225.0,3.0,2.0
98.0,78.0,2.0,2.0
70.0,69.0,3.0,2.0
105.0,60.0,2.0,1.0
80.0,45.0,2.0,1.0
80.0,45.0,2.0,1.0
87.0,45.0,2.0,1.0
60.0,36.0,3.0,1.0
109.0,144.0,3.0,3.0
128.0,110.0,3.0,1.0
87.0,45.0,2.0,1.0
120.0,57.0,2.0,1.0
106.0,150.0,3.0,3.0
150.0,200.0,4.0,3.0
96.0,75.0,3.0,3.0
72.0,80.0,3.0,3.0
72.0,80.0,3.0,3.0
72.0,75.0,3.0,2.0
60.0,51.0,2.0,2.0
97.0,130.0,3.0,3.0
50.0,50.0,2.0,2.0
102.0,120.0,3.0,3.0
57.0,72.0,3.0,2.0
100.0,120.0,4.0,3.0
72.0,75.0,3.0,2.0
127.0,168.0,5.0,5.0
72.0,120.0,3.0,3.0
100.0,120.0,3.0,3.0
100.0,130.0,3.0,3.0
77.0,140.0,3.0,3.0
72.0,75.0,3.0,2.0
86.0,110.0,3.0,3.0
127.0,170.0,4.0,3.0
125.0,136.0,3.0,3.0
72.0,42.0,2.0,1.0
300.0,317.0,4.0,4.0
90.0,45.0,2.0,2.0
194.0,120.0,3.0,4.0
72.0,90.0,3.0,2.0
83.0,154.0,5.0,2.0
115.0,145.0,3.0,3.0
450.0,250.0,6.0,2.0
80.0,100.0,3.0,3.0
80.0,60.0,4.0,3.0
81.0,80.0,3.0,3.0
400.0,250.0,6.0,2.0
100.0,66.0,4.0,4.0
50.0,36.0,2.0,1.0
72.0,72.0,2.0,1.0
98.0,100.0,3.0,3.0
60.0,85.0,3.0,3.0
68.0,90.0,3.0,3.0
80.0,70.0,3.0,2.0
93.0,88.0,3.0,2.0
72.0,110.0,3.0,3.0
92.0,100.0,3.0,2.0
98.0,130.0,3.0,3.0
60.0,75.0,3.0,2.0
98.0,130.0,3.0,3.0
127.0,180.0,5.0,5.0
100.0,90.0,4.0,2.0
46.0,36.0,2.0,1.0
268.0,140.0,4.0,3.0
72.0,50.0,2.0,1.0
40.0,46.0,2.0,2.0
80.0,70.0,3.0,2.0
80.0,70.0,3.0,2.0
80.0,70.0,3.0,2.0
63.0,70.0,3.0,2.0
93.0,88.0,2.0,1.0
93.0,88.0,2.0,1.0
84.0,189.0,3.0,3.0
260.0,387.0,4.0,3.0
60.0,132.0,3.0,3.0
89.0,227.0,5.0,4.0
112.0,160.0,4.0,2.0
84.0,144.0,5.0,2.0
120.0,200.0,3.0,2.0
75.0,150.0,4.0,3.0
105.0,196.0,4.0,4.0
64.0,168.0,4.0,3.0
50.0,128.0,3.0,3.0
61.0,144.0,3.0,3.0
225.0,255.0,1.0,1.0
135.0,250.0,3.0,3.0
136.0,336.0,10.0,11.0
198.0,500.0,6.0,2.0
233.0,315.0,5.0,6.0
140.0,140.0,3.0,3.0
64.0,168.0,4.0,3.0
88.0,200.0,6.0,4.0
377.0,712.0,4.0,4.0
75.0,150.0,3.0,3.0
225.0,255.0,1.0,1.0
141.0,282.0,1.0,1.0
282.0,300.0,3.0,3.0
156.0,123.0,3.0,2.0
192.0,192.0,1.0,1.0
258.0,400.0,6.0,5.0
84.0,189.0,3.0,3.0
55.0,131.0,4.0,3.0
378.0,1000.0,5.0,4.0
36.0,73.0,3.0,3.0
117.0,150.0,3.0,2.0
377.0,570.0,4.0,4.0
80.0,170.0,3.0,3.0
75.0,150.0,3.0,3.0
84.0,180.0,3.0,3.0
136.0,336.0,10.0,11.0
39.0,110.0,3.0,3.0
84.0,185.0,3.0,2.0
102.0,294.0,4.0,5.0
140.0,210.0,4.0,4.0
140.0,126.0,3.0,2.0
168.0,236.0,3.0,3.0
180.0,168.0,3.0,3.0
80.0,130.0,3.0,3.0
95.0,150.0,4.0,4.0
121.0,180.0,4.0,4.0
113.0,160.0,4.0,4.0
70.0,120.0,3.0,3.0
40.0,80.0,2.0,2.0
110.0,140.0,4.0,4.0
168.0,230.0,4.0,4.0
110.0,140.0,4.0,4.0
95.0,150.0,3.0,3.0
97.0,130.0,3.0,3.0
112.0,240.0,4.0,4.0
125.0,160.0,5.0,5.0
210.0,280.0,4.0,4.0
96.0,150.0,3.0,3.0
96.0,150.0,3.0,3.0
78.0,110.0,3.0,3.0
110.0,140.0,4.0,4.0
5250.0,200.0,4.0,3.0
77.0,120.0,3.0,3.0
165.0,300.0,5.0,4.0
126.0,240.0,5.0,4.0
139.0,240.0,5.0,5.0
112.0,240.0,4.0,4.0
279.0,210.0,3.0,3.0
150.0,250.0,4.0,4.0
277.0,310.0,3.0,4.0
277.0,310.0,3.0,4.0
92.0,230.0,4.0,4.0
120.0,220.0,4.0,3.0
77.0,130.0,4.0,4.0
135.0,200.0,4.0,3.0
1450.0,910.0,4.0,3.0
78.0,120.0,3.0,2.0
101.0,260.0,4.0,4.0
202.0,300.0,4.0,4.0
90.0,150.0,4.0,4.0
126.0,160.0,4.0,4.0
163.0,380.0,4.0,4.0
170.0,169.0,4.0,4.0
120.0,165.0,3.0,3.0
63.0,100.0,3.0,3.0
223.0,320.0,6.0,6.0
585.0,480.0,6.0,3.0
60.0,62.0,3.0,2.0
600.0,550.0,5.0,3.0
60.0,132.0,3.0,3.0
60.0,70.0,3.0,2.0
216.0,250.0,3.0,2.0
373.0,132.0,5.0,3.0
264.0,360.0,4.0,4.0
433.0,300.0,4.0,3.0
300.0,400.0,5.0,3.0
128.0,270.0,6.0,6.0
118.0,180.0,3.0,3.0
1431.0,500.0,6.0,5.0
60.0,74.0,3.0,2.0
450.0,850.0,4.0,4.0
200.0,400.0,4.0,3.0
400.0,700.0,4.0,3.0
450.0,600.0,5.0,3.0
542.0,1100.0,4.0,4.0
785.0,839.0,6.0,6.0
270.0,700.0,6.0,5.0
377.0,1100.0,7.0,7.0
300.0,320.0,3.0,3.0
75.0,98.0,3.0,3.0
785.0,839.0,6.0,5.0
100.0,150.0,3.0,3.0
150.0,160.0,3.0,3.0
360.0,550.0,4.0,4.0
216.0,200.0,4.0,4.0
75.0,100.0,3.0,3.0
90.0,100.0,3.0,3.0
120.0,146.0,3.0,3.0
130.0,182.0,4.0,3.0
100.0,120.0,3.0,3.0
640.0,1300.0,6.0,6.0
578.0,700.0,5.0,5.0
300.0,500.0,5.0,4.0
270.0,270.0,5.0,5.0
180.0,250.0,4.0,3.0
250.0,300.0,4.0,4.0
100.0,120.0,3.0,3.0
363.0,600.0,4.0,4.0
120.0,150.0,3.0,3.0
300.0,500.0,5.0,4.0
270.0,270.0,5.0,5.0
102.0,160.0,3.0,3.0
300.0,500.0,5.0,5.0
45.0,55.0,3.0,2.0
184.0,200.0,4.0,4.0
230.0,450.0,4.0,3.0
300.0,750.0,4.0,4.0
580.0,700.0,4.0,4.0
580.0,700.0,4.0,4.0
270.0,700.0,5.0,5.0
230.0,450.0,3.0,2.0
180.0,224.0,4.0,4.0
225.0,300.0,6.0,4.0
90.0,120.0,3.0,3.0
200.0,297.0,3.0,3.0
100.0,115.0,3.0,2.0
45.0,54.0,2.0,2.0
90.0,119.0,3.0,3.0
1000.0,2800.0,5.0,5.0
325.0,885.0,4.0,4.0
90.0,136.0,3.0,3.0
290.0,320.0,4.0,5.0
390.0,500.0,4.0,4.0
459.0,325.0,4.0,3.0
455.0,900.0,5.0,5.0
150.0,209.0,4.0,4.0
785.0,785.0,5.0,5.0
216.0,528.0,3.0,3.0
325.0,600.0,6.0,4.0
80.0,98.0,3.0,3.0
520.0,1000.0,4.0,5.0
290.0,500.0,4.0,3.0
136.0,300.0,5.0,5.0
90.0,120.0,3.0,3.0
180.0,224.0,4.0,4.0
160.0,200.0,4.0,4.0
290.0,400.0,4.0,3.0
785.0,839.0,6.0,5.0
270.0,600.0,3.0,3.0
250.0,300.0,3.0,3.0
520.0,1000.0,4.0,7.0
250.0,400.0,3.0,3.0
160.0,200.0,3.0,3.0
300.0,300.0,4.0,3.0
377.0,1100.0,7.0,7.0
120.0,150.0,3.0,2.0
250.0,600.0,3.0,3.0
357.0,500.0,4.0,4.0
120.0,130.0,3.0,3.0
250.0,330.0,4.0,5.0
160.0,200.0,3.0,3.0
160.0,220.0,3.0,3.0
180.0,300.0,4.0,4.0
300.0,700.0,4.0,4.0
60.0,150.0,3.0,3.0
230.0,360.0,4.0,4.0
300.0,750.0,5.0,7.0
200.0,200.0,4.0,3.0
102.0,120.0,3.0,3.0
120.0,200.0,3.0,2.0
144.0,208.0,4.0,3.0
160.0,300.0,4.0,3.0
260.0,500.0,3.0,4.0
204.0,200.0,4.0,2.0
64.0,140.0,3.0,4.0
379.0,300.0,4.0,3.0
600.0,720.0,4.0,3.0
120.0,200.0,4.0,3.0
200.0,325.0,3.0,3.0
140.0,250.0,4.0,3.0
56.0,150.0,3.0,3.0
360.0,550.0,4.0,4.0
144.0,200.0,4.0,3.0
150.0,200.0,6.0,5.0
117.0,177.0,4.0,3.0
97.0,120.0,3.0,2.0
97.0,120.0,3.0,2.0
160.0,250.0,4.0,3.0
97.0,120.0,3.0,2.0
175.0,185.0,2.0,2.0
1295.0,600.0,9.0,9.0
195.0,350.0,3.0,3.0
588.0,823.0,5.0,4.0
64.0,140.0,3.0,4.0
80.0,110.0,3.0,3.0
125.0,140.0,3.0,3.0
150.0,165.0,4.0,2.0
80.0,110.0,3.0,3.0
125.0,140.0,3.0,3.0
125.0,186.0,3.0,3.0
250.0,340.0,3.0,4.0
125.0,150.0,3.0,3.0
125.0,150.0,3.0,3.0
60.0,85.0,3.0,3.0
80.0,120.0,3.0,3.0
125.0,150.0,3.0,3.0
80.0,120.0,3.0,3.0
125.0,150.0,3.0,3.0
125.0,150.0,3.0,3.0
125.0,150.0,3.0,3.0
250.0,239.0,4.0,3.0
125.0,149.0,3.0,3.0
18.0,35.0,2.0,1.0
17.0,33.0,2.0,1.0
18.0,35.0,2.0,1.0
17.0,33.0,2.0,1.0
15.0,28.0,1.0,1.0
18.0,35.0,2.0,1.0
18.0,33.0,2.0,2.0
60.0,87.0,2.0,2.0
120.0,120.0,3.0,3.0
180.0,250.0,4.0,3.0
120.0,120.0,3.0,3.0
180.0,250.0,4.0,3.0
128.0,156.0,3.0,4.0
90.0,100.0,3.0,2.0
200.0,400.0,4.0,3.0
90.0,120.0,3.0,3.0
108.0,156.0,3.0,3.0
144.0,200.0,3.0,3.0
90.0,120.0,2.0,3.0
90.0,110.0,3.0,3.0
162.0,200.0,3.0,3.0
144.0,147.0,4.0,3.0
144.0,147.0,3.0,4.0
200.0,211.0,3.0,2.0
48.0,76.0,2.0,2.0
114.0,110.0,3.0,2.0
210.0,150.0,5.0,3.0
216.0,241.0,4.0,3.0
75.0,67.0,2.0,2.0
180.0,100.0,3.0,2.0
180.0,115.0,3.0,3.0
77.0,88.0,3.0,2.0
180.0,115.0,3.0,3.0
77.0,88.0,3.0,2.0
180.0,115.0,3.0,3.0
105.0,85.0,3.0,2.0
69.0,74.0,3.0,3.0
112.0,112.0,3.0,3.0
85.0,60.0,2.0,2.0
75.0,90.0,3.0,2.0
90.0,93.0,2.0,2.0
98.0,115.0,3.0,4.0
105.0,105.0,3.0,2.0
1287.0,550.0,4.0,3.0
336.0,250.0,4.0,3.0
110.0,220.0,3.0,3.0
575.0,264.0,4.0,3.0
575.0,264.0,4.0,3.0
786.0,450.0,4.0,4.0
144.0,373.0,4.0,3.0
150.0,200.0,4.0,2.0
1300.0,500.0,7.0,5.0
212.0,175.0,3.0,2.0
900.0,700.0,21.0,21.0
915.0,600.0,20.0,20.0
1189.0,600.0,4.0,4.0
465.0,500.0,5.0,4.0
240.0,250.0,4.0,2.0
1479.0,1000.0,4.0,5.0
522.0,900.0,4.0,4.0
597.0,350.0,5.0,2.0
532.0,408.0,4.0,3.0
1305.0,1200.0,6.0,7.0
270.0,282.0,4.0,3.0
277.0,452.0,4.0,3.0
204.0,320.0,4.0,2.0
452.0,400.0,4.0,5.0
285.0,350.0,6.0,3.0
285.0,350.0,6.0,3.0
200.0,180.0,3.0,2.0
725.0,350.0,4.0,4.0
392.0,350.0,4.0,3.0
350.0,250.0,3.0,3.0
320.0,250.0,4.0,4.0
500.0,620.0,12.0,7.0
163.0,255.0,5.0,5.0
2050.0,1500.0,12.0,12.0
855.0,352.0,5.0,3.0
973.0,1100.0,4.0,4.0
886.0,1200.0,5.0,5.0
348.0,400.0,3.0,3.0
230.0,550.0,5.0,5.0
506.0,350.0,4.0,4.0
1197.0,500.0,4.0,3.0
404.0,350.0,3.0,3.0
1080.0,400.0,4.0,3.0
460.0,550.0,4.0,3.0
320.0,250.0,4.0,4.0
200.0,250.0,4.0,3.0
552.0,200.0,4.0,3.0
207.0,360.0,4.0,4.0
315.0,600.0,3.0,3.0
1592.0,938.0,4.0,2.0
738.0,950.0,4.0,4.0
980.0,500.0,3.0,3.0
1050.0,550.0,5.0,4.0
251.0,300.0,4.0,4.0
1100.0,700.0,4.0,3.0
260.0,500.0,4.0,4.0
1000.0,600.0,4.0,4.0
1270.0,800.0,5.0,5.0
700.0,350.0,4.0,4.0
1080.0,500.0,6.0,4.0
662.0,405.0,4.0,4.0
980.0,500.0,3.0,3.0
260.0,450.0,4.0,5.0
240.0,280.0,3.0,3.0
150.0,200.0,4.0,3.0
600.0,325.0,6.0,3.0
23.0,43.0,2.0,2.0
36.0,68.0,3.0,2.0
163.0,250.0,3.0,3.0
36.0,64.0,3.0,2.0
23.0,43.0,2.0,2.0
36.0,68.0,3.0,2.0
36.0,69.0,2.0,2.0
300.0,425.0,5.0,5.0
1010.0,1200.0,4.0,4.0
1010.0,1200.0,4.0,4.0
560.0,600.0,5.0,4.0
280.0,550.0,4.0,4.0
464.0,640.0,4.0,4.0
740.0,340.0,4.0,4.0
740.0,340.0,4.0,4.0
260.0,345.0,4.0,4.0
632.0,500.0,4.0,4.0
3475.0,1440.0,12.0,12.0
997.0,500.0,4.0,4.0
3475.0,1440.0,12.0,12.0
928.0,600.0,5.0,5.0
732.0,500.0,4.0,4.0
928.0,600.0,5.0,5.0
732.0,500.0,4.0,2.0
144.0,200.0,3.0,3.0
265.0,645.0,7.0,4.0
144.0,300.0,4.0,3.0
230.0,450.0,4.0,3.0
144.0,220.0,3.0,3.0
180.0,250.0,5.0,3.0
144.0,400.0,4.0,3.0
136.0,200.0,4.0,3.0
230.0,450.0,4.0,3.0
160.0,240.0,4.0,3.0
144.0,400.0,4.0,3.0
150.0,200.0,3.0,3.0
144.0,250.0,3.0,2.0
300.0,450.0,3.0,3.0
200.0,700.0,4.0,3.0
180.0,350.0,4.0,3.0
200.0,200.0,4.0,2.0
144.0,300.0,5.0,4.0
200.0,300.0,4.0,4.0
136.0,200.0,3.0,3.0
120.0,350.0,4.0,3.0
250.0,370.0,4.0,3.0
144.0,250.0,4.0,3.0
144.0,500.0,4.0,4.0
144.0,300.0,4.0,4.0
136.0,180.0,4.0,3.0
144.0,250.0,5.0,3.0
52.0,71.0,3.0,3.0
33.0,62.0,2.0,2.0
33.0,62.0,2.0,3.0
40.0,71.0,2.0,2.0
560.0,1200.0,4.0,4.0
550.0,1200.0,4.0,4.0
560.0,1200.0,4.0,4.0
700.0,1030.0,4.0,3.0
2700.0,5000.0,7.0,8.0
752.0,3000.0,5.0,4.0
90.0,108.0,3.0,2.0
90.0,108.0,3.0,2.0
150.0,250.0,4.0,4.0
120.0,200.0,4.0,4.0
150.0,280.0,4.0,3.0
120.0,160.0,3.0,2.0
120.0,200.0,4.0,3.0
144.0,208.0,4.0,3.0
33.0,100.0,3.0,3.0
55.0,120.0,3.0,2.0
56.0,105.0,2.0,2.0
120.0,240.0,4.0,4.0
425.0,500.0,4.0,3.0
747.0,1000.0,6.0,7.0
652.0,526.0,7.0,4.0
425.0,410.0,4.0,3.0
144.0,250.0,4.0,3.0
950.0,1500.0,4.0,4.0
660.0,800.0,4.0,4.0
1225.0,800.0,6.0,6.0
474.0,1200.0,4.0,5.0
475.0,1200.0,4.0,4.0
519.0,470.0,5.0,4.0
909.0,500.0,3.0,3.0
733.0,548.0,7.0,8.0
733.0,548.0,7.0,8.0
100.0,135.0,3.0,3.0
135.0,200.0,3.0,2.0
90.0,135.0,4.0,4.0
37.0,57.0,3.0,3.0
100.0,135.0,3.0,3.0
37.0,57.0,3.0,3.0
132.0,88.0,3.0,2.0
100.0,130.0,3.0,3.0
56.0,87.0,3.0,3.0
35.0,69.0,2.0,2.0
179.0,230.0,4.0,3.0
36.0,66.0,3.0,3.0
210.0,180.0,3.0,3.0
386.0,1000.0,4.0,3.0
386.0,1000.0,4.0,3.0
180.0,240.0,4.0,3.0
507.0,804.0,4.0,4.0
120.0,168.0,3.0,3.0
21.0,42.0,2.0,2.0
513.0,625.0,5.0,4.0
513.0,800.0,4.0,4.0
450.0,1000.0,6.0,5.0
400.0,1000.0,4.0,3.0
390.0,750.0,4.0,3.0
220.0,225.0,3.0,2.0
36.0,60.0,2.0,2.0
58.0,90.0,2.0,3.0
36.0,71.0,3.0,3.0
76.0,90.0,3.0,3.0
44.0,90.0,2.0,2.0
300.0,175.0,4.0,4.0
36.0,71.0,2.0,2.0
153.0,180.0,5.0,4.0
160.0,300.0,5.0,3.0
140.0,355.0,4.0,3.0
173.0,337.0,4.0,3.0
173.0,337.0,4.0,3.0
171.0,337.0,4.0,3.0
504.0,264.0,4.0,3.0
37.0,68.0,3.0,3.0
37.0,68.0,3.0,3.0
39.0,63.0,3.0,3.0
37.0,68.0,3.0,3.0
56.0,87.0,3.0,3.0
39.0,56.0,2.0,2.0
39.0,63.0,3.0,3.0
32.0,63.0,2.0,2.0
39.0,63.0,2.0,2.0
400.0,625.0,4.0,4.0
19.0,37.0,2.0,2.0
33.0,60.0,2.0,2.0
850.0,854.0,6.0,5.0
4260.0,2191.0,6.0,7.0
247.0,330.0,4.0,3.0
250.0,300.0,5.0,3.0
120.0,288.0,3.0,2.0
517.0,2417.0,50.0,50.0
425.0,550.0,5.0,4.0
480.0,480.0,4.0,3.0
307.0,400.0,4.0,4.0
200.0,400.0,4.0,4.0
1900.0,850.0,5.0,6.0
199.0,400.0,4.0,3.0
22.0,42.0,2.0,2.0
22.0,42.0,2.0,2.0
22.0,42.0,2.0,2.0
22.0,42.0,2.0,2.0
22.0,42.0,2.0,2.0
34.0,67.0,3.0,3.0
32.0,62.0,2.0,2.0
34.0,67.0,3.0,2.0
34.0,67.0,2.0,2.0
97.0,120.0,3.0,2.0
34.0,66.0,2.0,2.0
300.0,450.0,4.0,3.0
300.0,346.0,4.0,4.0
190.0,225.0,3.0,3.0
33.0,68.0,2.0,2.0
33.0,68.0,2.0,2.0
44.0,90.0,2.0,2.0
108.0,160.0,4.0,2.0
180.0,115.0,3.0,3.0
457.0,800.0,8.0,6.0
98.0,92.0,3.0,3.0
98.0,92.0,3.0,3.0
200.0,500.0,4.0,4.0
200.0,500.0,4.0,4.0
200.0,500.0,4.0,4.0
1305.0,1500.0,5.0,5.0
552.0,900.0,4.0,3.0
32.0,56.0,2.0,1.0
25.0,37.0,2.0,2.0
32.0,56.0,2.0,1.0
25.0,37.0,2.0,2.0
30.0,56.0,2.0,2.0
30.0,56.0,2.0,2.0
16.0,38.0,2.0,1.0
30.0,60.0,2.0,2.0
22.0,40.0,2.0,2.0
22.0,40.0,2.0,2.0
22.0,40.0,2.0,2.0
22.0,40.0,2.0,2.0
31.0,44.0,2.0,2.0
27.0,42.0,2.0,2.0
23.0,43.0,2.0,2.0
27.0,42.0,2.0,2.0
517.0,353.0,4.0,2.0
247.0,606.0,4.0,4.0
122.0,172.0,4.0,4.0
300.0,325.0,4.0,2.0
67.0,150.0,3.0,3.0
477.0,550.0,6.0,6.0
152.0,186.0,4.0,3.0
152.0,186.0,4.0,3.0
162.0,186.0,4.0,3.0
169.0,220.0,4.0,2.0
203.0,203.0,4.0,4.0
1592.0,938.0,4.0,4.0
1195.0,950.0,20.0,20.0
90.0,150.0,3.0,3.0
110.0,140.0,4.0,4.0
92.0,150.0,3.0,3.0
53.0,100.0,3.0,3.0
180.0,300.0,4.0,3.0
126.0,150.0,4.0,4.0
167.0,404.0,5.0,4.0
116.0,170.0,4.0,4.0
114.0,150.0,3.0,3.0
101.0,150.0,4.0,4.0
286.0,400.0,6.0,4.0
624.0,450.0,5.0,4.0
329.0,560.0,4.0,4.0
72.0,52.0,3.0,1.0
80.0,84.0,3.0,3.0
300.0,700.0,5.0,5.0
350.0,250.0,3.0,2.0
350.0,190.0,4.0,2.0
94.0,130.0,3.0,3.0
69.0,65.0,3.0,3.0
1000.0,800.0,8.0,4.0
109.0,200.0,4.0,3.0
104.0,126.0,3.0,2.0
94.0,200.0,4.0,4.0
94.0,200.0,4.0,3.0
348.0,260.0,4.0,3.0
375.0,500.0,5.0,5.0
109.0,200.0,4.0,3.0
127.0,142.0,3.0,3.0
500.0,550.0,5.0,6.0
400.0,700.0,4.0,4.0
79.0,120.0,3.0,3.0
1230.0,450.0,3.0,3.0
600.0,400.0,5.0,4.0
275.0,300.0,5.0,4.0
154.0,350.0,6.0,5.0
275.0,250.0,4.0,2.0
325.0,186.0,3.0,2.0
160.0,300.0,4.0,2.0
200.0,660.0,3.0,3.0
325.0,750.0,5.0,5.0
530.0,700.0,4.0,4.0
200.0,150.0,3.0,3.0
20.0,37.0,2.0,1.0
21.0,40.0,2.0,1.0
346.0,300.0,4.0,4.0
62.0,70.0,3.0,2.0
85.0,80.0,3.0,2.0
74.0,69.0,3.0,2.0
475.0,420.0,4.0,4.0
120.0,150.0,3.0,3.0
200.0,450.0,3.0,3.0
220.0,270.0,4.0,4.0
120.0,131.0,3.0,3.0
206.0,120.0,5.0,2.0
216.0,231.0,4.0,4.0
171.0,250.0,3.0,3.0
106.0,150.0,3.0,3.0
180.0,115.0,3.0,3.0
66.0,110.0,3.0,2.0
97.0,120.0,3.0,2.0
78.0,100.0,2.0,1.0
65.0,135.0,3.0,3.0
212.0,450.0,6.0,8.0
68.0,50.0,3.0,1.0
42.0,120.0,4.0,3.0
90.0,120.0,3.0,2.0
128.0,275.0,4.0,3.0
150.0,200.0,3.0,3.0
240.0,250.0,4.0,3.0
72.0,100.0,3.0,2.0
255.0,270.0,4.0,3.0
264.0,359.0,3.0,3.0
240.0,400.0,4.0,4.0
160.0,240.0,2.0,3.0
24.0,44.0,2.0,1.0
21.0,33.0,2.0,1.0
22.0,40.0,2.0,2.0
22.0,40.0,2.0,2.0
1076.0,120.0,5.0,3.0
144.0,220.0,5.0,3.0
144.0,220.0,5.0,3.0
74.0,150.0,3.0,3.0
193.0,370.0,4.0,4.0
71.0,60.0,3.0,2.0
