luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi
84.0,70.0,2.0,1.0
72.0,60.0,2.0,1.0
72.0,60.0,2.0,1.0
98.0,78.0,2.0,3.0
60.0,30.0,2.0,1.0
90.0,45.0,2.0,1.0
90.0,45.0,2.0,1.0
84.0,70.0,2.0,1.0
72.0,60.0,2.0,1.0
90.0,45.0,2.0,1.0
84.0,70.0,2.0,1.0
72.0,60.0,2.0,1.0
60.0,32.0,2.0,1.0
90.0,38.0,2.0,1.0
36.0,72.0,2.0,1.0
94.0,96.0,3.0,2.0
72.0,22.0,1.0,1.0
112.0,68.0,3.0,2.0
200.0,100.0,3.0,2.0
72.0,60.0,2.0,1.0
105.0,100.0,3.0,2.0
105.0,100.0,3.0,2.0
60.0,51.0,3.0,2.0
120.0,79.0,2.0,1.0
90.0,75.0,3.0,2.0
60.0,38.0,2.0,1.0
60.0,29.0,2.0,1.0
72.0,21.0,2.0,1.0
90.0,36.0,2.0,1.0
60.0,30.0,2.0,1.0
60.0,23.0,1.0,1.0
150.0,45.0,2.0,1.0
105.0,36.0,2.0,1.0
72.0,50.0,2.0,1.0
72.0,50.0,2.0,1.0
94.0,96.0,3.0,2.0
84.0,45.0,2.0,1.0
84.0,45.0,2.0,2.0
62.0,36.0,2.0,1.0
72.0,50.0,2.0,1.0
126.0,180.0,4.0,3.0
116.0,85.0,3.0,2.0
66.0,56.0,3.0,2.0
66.0,56.0,3.0,2.0
126.0,180.0,4.0,3.0
116.0,85.0,3.0,2.0
116.0,85.0,3.0,2.0
116.0,85.0,3.0,2.0
96.0,80.0,2.0,2.0
94.0,96.0,3.0,2.0
70.0,36.0,2.0,1.0
84.0,39.0,2.0,1.0
81.0,45.0,2.0,1.0
104.0,60.0,2.0,2.0
68.0,36.0,2.0,1.0
60.0,65.0,2.0,2.0
84.0,39.0,2.0,1.0
104.0,60.0,2.0,2.0
81.0,51.0,3.0,2.0
120.0,98.0,4.0,4.0
68.0,36.0,2.0,1.0
81.0,45.0,2.0,1.0
94.0,70.0,3.0,2.0
120.0,98.0,4.0,4.0
60.0,65.0,2.0,2.0
84.0,39.0,2.0,1.0
81.0,45.0,2.0,1.0
94.0,70.0,3.0,2.0
70.0,36.0,2.0,1.0
90.0,36.0,2.0,2.0
120.0,98.0,4.0,4.0
68.0,36.0,2.0,1.0
60.0,65.0,2.0,2.0
39.0,84.0,2.0,1.0
81.0,45.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
68.0,36.0,2.0,1.0
60.0,65.0,2.0,2.0
84.0,39.0,2.0,1.0
81.0,45.0,2.0,1.0
81.0,51.0,3.0,2.0
120.0,98.0,4.0,4.0
70.0,36.0,2.0,1.0
104.0,60.0,2.0,2.0
94.0,70.0,3.0,2.0
72.0,39.0,2.0,1.0
65.0,60.0,3.0,2.0
78.0,60.0,3.0,2.0
64.0,60.0,3.0,2.0
60.0,35.0,2.0,1.0
63.0,36.0,2.0,1.0
65.0,87.0,3.0,2.0
90.0,80.0,3.0,2.0
60.0,36.0,2.0,1.0
60.0,94.0,2.0,2.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
83.0,45.0,2.0,1.0
104.0,180.0,5.0,2.0
60.0,45.0,2.0,1.0
104.0,180.0,5.0,2.0
105.0,45.0,2.0,1.0
84.0,76.0,3.0,2.0
84.0,84.0,3.0,2.0
40.0,36.0,2.0,1.0
75.0,38.0,2.0,1.0
55.0,36.0,2.0,1.0
60.0,40.0,2.0,1.0
84.0,45.0,2.0,1.0
84.0,45.0,2.0,1.0
72.0,39.0,2.0,1.0
72.0,36.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
42.0,42.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,36.0,2.0,1.0
150.0,147.0,4.0,4.0
55.0,36.0,2.0,1.0
113.0,36.0,2.0,1.0
60.0,55.0,2.0,1.0
30.0,30.0,2.0,1.0
38.0,38.0,2.0,1.0
55.0,36.0,2.0,1.0
40.0,40.0,2.0,1.0
55.0,36.0,2.0,1.0
45.0,45.0,2.0,1.0
153.0,200.0,4.0,3.0
66.0,33.0,2.0,1.0
84.0,96.0,2.0,2.0
66.0,33.0,2.0,1.0
101.0,45.0,3.0,2.0
84.0,48.0,2.0,1.0
105.0,60.0,2.0,1.0
86.0,50.0,2.0,1.0
84.0,84.0,3.0,2.0
88.0,40.0,2.0,1.0
105.0,45.0,2.0,1.0
105.0,150.0,3.0,2.0
88.0,40.0,2.0,1.0
164.0,104.0,3.0,3.0
84.0,84.0,3.0,2.0
105.0,45.0,2.0,1.0
84.0,84.0,3.0,2.0
98.0,68.0,3.0,1.0
96.0,71.0,2.0,1.0
90.0,180.0,3.0,4.0
88.0,40.0,2.0,1.0
88.0,53.0,2.0,1.0
84.0,76.0,3.0,2.0
84.0,76.0,3.0,2.0
105.0,150.0,3.0,2.0
84.0,84.0,3.0,2.0
84.0,76.0,3.0,2.0
84.0,76.0,3.0,2.0
105.0,150.0,3.0,2.0
104.0,180.0,5.0,2.0
105.0,45.0,2.0,1.0
82.0,45.0,2.0,1.0
72.0,72.0,2.0,1.0
131.0,177.0,3.0,1.0
78.0,36.0,2.0,1.0
68.0,36.0,2.0,1.0
144.0,300.0,4.0,4.0
68.0,36.0,2.0,1.0
530.0,270.0,3.0,4.0
74.0,36.0,2.0,1.0
94.0,96.0,3.0,2.0
80.0,48.0,2.0,1.0
72.0,36.0,2.0,1.0
88.0,55.0,3.0,2.0
200.0,400.0,4.0,3.0
76.0,36.0,2.0,1.0
60.0,54.0,3.0,2.0
70.0,54.0,3.0,2.0
61.0,40.0,2.0,1.0
61.0,40.0,2.0,1.0
64.0,40.0,2.0,1.0
70.0,54.0,3.0,2.0
78.0,36.0,2.0,1.0
60.0,54.0,3.0,2.0
70.0,54.0,3.0,2.0
72.0,90.0,3.0,2.0
105.0,90.0,3.0,2.0
50.0,36.0,2.0,1.0
60.0,54.0,3.0,2.0
72.0,45.0,2.0,1.0
72.0,45.0,2.0,1.0
72.0,42.0,2.0,1.0
84.0,48.0,2.0,1.0
84.0,48.0,2.0,1.0
69.0,41.0,2.0,1.0
72.0,45.0,2.0,1.0
63.0,41.0,2.0,1.0
63.0,41.0,2.0,1.0
72.0,45.0,2.0,1.0
72.0,45.0,2.0,1.0
84.0,84.0,3.0,2.0
77.0,36.0,2.0,1.0
147.0,40.0,2.0,1.0
147.0,40.0,2.0,1.0
105.0,55.0,2.0,1.0
90.0,80.0,3.0,3.0
66.0,33.0,2.0,1.0
135.0,90.0,4.0,3.0
94.0,96.0,3.0,2.0
377.0,277.0,3.0,2.0
746.0,369.0,4.0,4.0
1720.0,700.0,4.0,3.0
77.0,60.0,3.0,2.0
983.0,1200.0,5.0,4.0
144.0,150.0,3.0,3.0
153.0,200.0,4.0,3.0
66.0,33.0,2.0,1.0
66.0,33.0,2.0,1.0
66.0,33.0,2.0,1.0
90.0,110.0,3.0,2.0
112.0,110.0,2.0,3.0
144.0,136.0,2.0,3.0
120.0,155.0,6.0,3.0
940.0,450.0,7.0,5.0
180.0,120.0,4.0,3.0
120.0,155.0,6.0,3.0
198.0,150.0,4.0,2.0
120.0,155.0,6.0,3.0
198.0,150.0,4.0,2.0
198.0,150.0,4.0,2.0
120.0,155.0,6.0,3.0
198.0,150.0,4.0,2.0
198.0,230.0,5.0,2.0
60.0,60.0,3.0,1.0
78.0,50.0,2.0,1.0
94.0,96.0,3.0,2.0
36.0,90.0,2.0,1.0
808.0,350.0,4.0,2.0
72.0,36.0,2.0,1.0
216.0,307.0,4.0,4.0
180.0,249.0,4.0,3.0
82.0,70.0,4.0,2.0
60.0,49.0,2.0,2.0
82.0,70.0,4.0,2.0
153.0,200.0,4.0,3.0
153.0,200.0,4.0,3.0
153.0,200.0,4.0,3.0
153.0,200.0,4.0,3.0
270.0,250.0,5.0,4.0
180.0,120.0,4.0,3.0
128.0,200.0,3.0,3.0
128.0,200.0,3.0,3.0
128.0,200.0,3.0,3.0
128.0,200.0,3.0,3.0
84.0,155.0,3.0,2.0
126.0,180.0,4.0,3.0
126.0,180.0,4.0,3.0
198.0,150.0,4.0,2.0
116.0,85.0,3.0,2.0
120.0,155.0,6.0,3.0
126.0,180.0,4.0,3.0
309.0,300.0,7.0,6.0
94.0,96.0,3.0,2.0
64.0,54.0,3.0,2.0
90.0,80.0,3.0,3.0
366.0,450.0,4.0,4.0
502.0,430.0,4.0,3.0
625.0,350.0,4.0,4.0
60.0,55.0,2.0,2.0
90.0,45.0,2.0,1.0
84.0,70.0,2.0,1.0
165.0,160.0,3.0,3.0
109.0,90.0,3.0,2.0
94.0,96.0,3.0,2.0
69.0,72.0,2.0,1.0
230.0,300.0,4.0,2.0
230.0,300.0,4.0,2.0
215.0,200.0,3.0,2.0
120.0,160.0,3.0,3.0
200.0,150.0,2.0,2.0
120.0,50.0,2.0,1.0
180.0,237.0,4.0,3.0
60.0,30.0,2.0,1.0
168.0,155.0,5.0,2.0
186.0,110.0,3.0,2.0
165.0,160.0,3.0,3.0
165.0,160.0,3.0,3.0
200.0,90.0,3.0,2.0
186.0,110.0,3.0,2.0
165.0,160.0,3.0,3.0
186.0,110.0,3.0,2.0
165.0,160.0,3.0,3.0
200.0,90.0,3.0,2.0
186.0,110.0,3.0,2.0
186.0,110.0,3.0,2.0
200.0,90.0,3.0,2.0
94.0,96.0,3.0,2.0
120.0,100.0,4.0,3.0
1000.0,276.0,4.0,4.0
180.0,120.0,4.0,3.0
60.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
200.0,90.0,3.0,2.0
330.0,525.0,4.0,4.0
128.0,99.0,3.0,2.0
120.0,90.0,3.0,2.0
200.0,240.0,3.0,2.0
94.0,96.0,3.0,2.0
300.0,350.0,4.0,3.0
105.0,110.0,3.0,2.0
144.0,170.0,4.0,3.0
105.0,140.0,3.0,2.0
577.0,600.0,5.0,4.0
220.0,300.0,5.0,3.0
220.0,300.0,5.0,3.0
375.0,400.0,4.0,3.0
105.0,140.0,3.0,2.0
105.0,70.0,2.0,1.0
105.0,120.0,3.0,2.0
200.0,200.0,4.0,4.0
160.0,232.0,4.0,3.0
144.0,220.0,4.0,2.0
144.0,220.0,4.0,2.0
105.0,120.0,3.0,3.0
90.0,45.0,2.0,1.0
90.0,45.0,2.0,1.0
180.0,237.0,4.0,4.0
300.0,381.0,4.0,4.0
315.0,381.0,4.0,4.0
240.0,333.0,4.0,4.0
105.0,45.0,2.0,1.0
180.0,237.0,4.0,3.0
81.0,81.0,3.0,1.0
94.0,96.0,3.0,2.0
70.0,90.0,3.0,2.0
126.0,180.0,4.0,3.0
126.0,180.0,4.0,3.0
78.0,60.0,3.0,2.0
85.0,60.0,3.0,2.0
64.0,60.0,3.0,2.0
112.0,75.0,3.0,2.0
112.0,75.0,3.0,2.0
84.0,36.0,2.0,1.0
104.0,180.0,5.0,2.0
72.0,36.0,2.0,1.0
50.0,40.0,2.0,1.0
96.0,50.0,2.0,1.0
105.0,55.0,2.0,1.0
105.0,55.0,2.0,1.0
350.0,370.0,4.0,4.0
154.0,100.0,3.0,1.0
94.0,96.0,3.0,2.0
148.0,140.0,3.0,2.0
148.0,140.0,3.0,2.0
75.0,84.0,2.0,2.0
180.0,120.0,4.0,3.0
180.0,120.0,4.0,3.0
210.0,67.0,2.0,2.0
347.0,303.0,3.0,3.0
508.0,278.0,4.0,4.0
128.0,200.0,3.0,3.0
60.0,61.0,2.0,2.0
60.0,40.0,2.0,2.0
72.0,48.0,3.0,1.0
72.0,39.0,2.0,1.0
60.0,27.0,2.0,1.0
60.0,27.0,2.0,1.0
64.0,60.0,3.0,2.0
60.0,61.0,2.0,2.0
27.0,60.0,2.0,1.0
60.0,61.0,2.0,2.0
72.0,36.0,2.0,1.0
72.0,36.0,2.0,1.0
120.0,90.0,2.0,2.0
147.0,40.0,2.0,1.0
147.0,40.0,2.0,1.0
66.0,24.0,1.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,48.0,2.0,2.0
94.0,96.0,3.0,2.0
90.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
125.0,48.0,2.0,1.0
84.0,45.0,2.0,1.0
84.0,45.0,2.0,1.0
84.0,45.0,2.0,1.0
84.0,45.0,2.0,1.0
84.0,45.0,2.0,1.0
84.0,95.0,3.0,3.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
70.0,36.0,2.0,1.0
84.0,40.0,2.0,1.0
84.0,95.0,3.0,3.0
125.0,48.0,2.0,1.0
72.0,36.0,2.0,1.0
90.0,51.0,2.0,1.0
70.0,36.0,2.0,1.0
125.0,48.0,2.0,1.0
64.0,60.0,3.0,2.0
60.0,42.0,2.0,1.0
165.0,74.0,3.0,2.0
68.0,62.0,3.0,2.0
94.0,96.0,3.0,2.0
64.0,60.0,3.0,2.0
60.0,22.0,2.0,1.0
72.0,70.0,3.0,2.0
60.0,30.0,2.0,1.0
65.0,36.0,2.0,1.0
60.0,72.0,2.0,2.0
60.0,36.0,2.0,1.0
70.0,90.0,3.0,2.0
61.0,40.0,2.0,1.0
147.0,40.0,2.0,1.0
147.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
70.0,60.0,3.0,2.0
70.0,60.0,3.0,2.0
72.0,36.0,2.0,1.0
72.0,45.0,2.0,1.0
72.0,36.0,2.0,1.0
72.0,60.0,2.0,1.0
72.0,60.0,2.0,1.0
67.0,36.0,2.0,1.0
66.0,41.0,3.0,2.0
60.0,36.0,2.0,1.0
180.0,450.0,5.0,5.0
72.0,45.0,3.0,1.0
147.0,40.0,2.0,1.0
147.0,40.0,2.0,1.0
1068.0,400.0,3.0,2.0
238.0,154.0,3.0,3.0
924.0,220.0,3.0,3.0
600.0,220.0,3.0,2.0
600.0,220.0,3.0,3.0
250.0,200.0,6.0,2.0
72.0,36.0,2.0,1.0
928.0,100.0,4.0,2.0
100.0,70.0,4.0,2.0
94.0,96.0,3.0,2.0
8000.0,1000.0,4.0,5.0
500.0,350.0,37.0,15.0
394.0,176.0,3.0,2.0
170.0,90.0,3.0,2.0
105.0,80.0,2.0,1.0
563.0,171.0,6.0,3.0
195.0,149.0,3.0,2.0
195.0,149.0,3.0,3.0
136.0,168.0,3.0,2.0
198.0,170.0,4.0,3.0
240.0,250.0,4.0,3.0
94.0,96.0,3.0,2.0
180.0,180.0,4.0,4.0
240.0,228.0,4.0,4.0
160.0,88.0,3.0,2.0
465.0,347.0,5.0,3.0
214.0,275.0,3.0,2.0
90.0,80.0,2.0,1.0
86.0,40.0,2.0,1.0
94.0,96.0,3.0,2.0
85.0,45.0,2.0,1.0
72.0,36.0,2.0,1.0
60.0,32.0,2.0,1.0
60.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
84.0,42.0,2.0,1.0
147.0,40.0,2.0,1.0
147.0,40.0,2.0,1.0
42.0,84.0,2.0,1.0
50.0,36.0,2.0,1.0
1337.0,144.0,4.0,3.0
7400.0,1233.0,5.0,7.0
60.0,90.0,3.0,2.0
487.0,250.0,4.0,2.0
4640.0,500.0,4.0,4.0
2500.0,500.0,16.0,16.0
4600.0,500.0,4.0,3.0
1500.0,1000.0,3.0,3.0
150.0,100.0,4.0,2.0
1000.0,150.0,3.0,2.0
94.0,96.0,3.0,2.0
3033.0,500.0,16.0,8.0
363.0,170.0,3.0,3.0
531.0,222.0,3.0,3.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
60.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
5025.0,300.0,4.0,2.0
94.0,96.0,3.0,2.0
60.0,32.0,2.0,1.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
102.0,102.0,2.0,1.0
202.0,186.0,3.0,3.0
5930.0,800.0,13.0,8.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
90.0,60.0,2.0,1.0
94.0,96.0,3.0,2.0
92.0,71.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
5360.0,624.0,8.0,9.0
109.0,90.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
94.0,96.0,3.0,2.0
150.0,100.0,4.0,2.0
60.0,63.0,3.0,2.0
90.0,45.0,2.0,1.0
266.0,255.0,3.0,2.0
64.0,60.0,3.0,2.0
66.0,45.0,2.0,1.0
60.0,40.0,2.0,1.0
70.0,60.0,3.0,2.0
72.0,50.0,2.0,1.0
170.0,110.0,3.0,2.0
170.0,100.0,2.0,1.0
132.0,100.0,3.0,2.0
72.0,65.0,3.0,2.0
72.0,100.0,3.0,2.0
84.0,56.0,2.0,1.0
72.0,60.0,2.0,1.0
160.0,45.0,2.0,1.0
72.0,60.0,2.0,1.0
72.0,60.0,2.0,1.0
120.0,30.0,2.0,1.0
72.0,36.0,2.0,1.0
90.0,55.0,2.0,1.0
90.0,55.0,2.0,1.0
90.0,55.0,2.0,1.0
90.0,36.0,2.0,1.0
90.0,36.0,2.0,1.0
144.0,70.0,2.0,2.0
120.0,38.0,2.0,1.0
90.0,36.0,2.0,1.0
84.0,70.0,2.0,2.0
72.0,36.0,2.0,1.0
155.0,103.0,3.0,3.0
162.0,300.0,4.0,4.0
162.0,170.0,3.0,3.0
351.0,150.0,4.0,3.0
115.0,95.0,2.0,1.0
72.0,69.0,3.0,2.0
110.0,69.0,3.0,2.0
108.0,69.0,3.0,2.0
72.0,69.0,3.0,2.0
78.0,42.0,2.0,1.0
112.0,133.0,4.0,3.0
91.0,112.0,4.0,2.0
4000.0,2000.0,4.0,4.0
1750.0,500.0,3.0,3.0
200.0,350.0,3.0,3.0
4704.0,1000.0,4.0,3.0
198.0,350.0,4.0,3.0
178.0,100.0,4.0,2.0
110.0,161.0,3.0,3.0
636.0,350.0,4.0,4.0
72.0,72.0,2.0,1.0
72.0,36.0,2.0,1.0
4445.0,350.0,5.0,4.0
72.0,32.0,2.0,1.0
74.0,70.0,3.0,2.0
72.0,70.0,3.0,2.0
80.0,45.0,2.0,1.0
120.0,100.0,3.0,3.0
60.0,40.0,2.0,1.0
120.0,100.0,3.0,3.0
80.0,45.0,2.0,1.0
180.0,200.0,3.0,4.0
72.0,85.0,3.0,2.0
75.0,50.0,2.0,1.0
83.0,90.0,3.0,2.0
80.0,45.0,2.0,1.0
73.0,50.0,2.0,1.0
54.0,85.0,3.0,3.0
91.0,75.0,3.0,2.0
60.0,72.0,2.0,1.0
75.0,45.0,2.0,1.0
70.0,74.0,3.0,2.0
72.0,80.0,3.0,2.0
68.0,90.0,3.0,3.0
91.0,70.0,3.0,2.0
68.0,42.0,2.0,1.0
70.0,72.0,3.0,2.0
70.0,110.0,3.0,3.0
66.0,40.0,2.0,1.0
88.0,100.0,3.0,3.0
180.0,356.0,4.0,3.0
55.0,47.0,3.0,2.0
60.0,40.0,2.0,1.0
75.0,55.0,2.0,1.0
103.0,60.0,3.0,2.0
70.0,50.0,2.0,1.0
68.0,45.0,2.0,1.0
89.0,75.0,3.0,2.0
85.0,120.0,4.0,3.0
50.0,80.0,3.0,3.0
72.0,100.0,3.0,3.0
70.0,100.0,3.0,2.0
65.0,92.0,3.0,3.0
100.0,84.0,3.0,2.0
60.0,36.0,2.0,1.0
150.0,54.0,2.0,2.0
84.0,90.0,3.0,3.0
75.0,103.0,3.0,3.0
60.0,74.0,3.0,2.0
117.0,165.0,4.0,3.0
84.0,85.0,3.0,3.0
63.0,37.0,2.0,1.0
232.0,150.0,4.0,4.0
83.0,154.0,5.0,2.0
61.0,78.0,3.0,2.0
98.0,78.0,2.0,3.0
67.0,54.0,3.0,2.0
62.0,63.0,3.0,2.0
143.0,180.0,4.0,3.0
83.0,154.0,5.0,2.0
232.0,150.0,4.0,4.0
88.0,40.0,2.0,1.0
83.0,154.0,5.0,2.0
73.0,40.0,2.0,1.0
90.0,70.0,3.0,2.0
60.0,54.0,3.0,2.0
60.0,46.0,2.0,2.0
232.0,150.0,4.0,4.0
86.0,50.0,2.0,1.0
105.0,60.0,2.0,1.0
105.0,60.0,2.0,1.0
83.0,154.0,3.0,2.0
84.0,48.0,2.0,1.0
67.0,70.0,3.0,2.0
115.0,135.0,4.0,2.0
68.0,56.0,3.0,2.0
60.0,77.0,3.0,2.0
70.0,70.0,3.0,2.0
60.0,46.0,2.0,2.0
158.0,90.0,2.0,2.0
218.0,45.0,2.0,1.0
62.0,70.0,3.0,2.0
101.0,78.0,3.0,3.0
218.0,45.0,2.0,1.0
56.0,60.0,3.0,2.0
178.0,135.0,4.0,2.0
70.0,69.0,3.0,2.0
280.0,400.0,5.0,4.0
40.0,52.0,2.0,2.0
57.0,54.0,3.0,2.0
163.0,130.0,3.0,3.0
74.0,88.0,3.0,2.0
90.0,90.0,3.0,2.0
151.0,88.0,3.0,2.0
78.0,110.0,3.0,3.0
58.0,76.0,3.0,2.0
61.0,37.0,2.0,1.0
61.0,37.0,2.0,1.0
61.0,37.0,2.0,1.0
92.0,45.0,2.0,1.0
60.0,36.0,2.0,1.0
62.0,36.0,2.0,1.0
82.0,50.0,2.0,1.0
40.0,36.0,2.0,1.0
60.0,36.0,2.0,1.0
203.0,130.0,3.0,2.0
60.0,30.0,2.0,1.0
74.0,36.0,2.0,1.0
72.0,36.0,2.0,1.0
85.0,36.0,2.0,1.0
50.0,36.0,2.0,1.0
50.0,36.0,2.0,1.0
74.0,36.0,2.0,1.0
65.0,36.0,2.0,1.0
75.0,27.0,2.0,1.0
75.0,27.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
60.0,40.0,2.0,1.0
55.0,36.0,2.0,1.0
109.0,90.0,3.0,2.0
50.0,85.0,3.0,3.0
70.0,115.0,3.0,2.0
70.0,48.0,2.0,1.0
88.0,120.0,3.0,3.0
91.0,70.0,3.0,2.0
75.0,50.0,2.0,1.0
64.0,60.0,2.0,2.0
105.0,55.0,2.0,1.0
85.0,50.0,2.0,1.0
80.0,95.0,4.0,3.0
92.0,70.0,3.0,2.0
70.0,48.0,2.0,1.0
50.0,70.0,3.0,2.0
68.0,56.0,3.0,2.0
70.0,60.0,3.0,2.0
85.0,50.0,2.0,1.0
70.0,55.0,2.0,1.0
70.0,89.0,3.0,2.0
60.0,80.0,3.0,2.0
60.0,60.0,2.0,2.0
98.0,130.0,3.0,3.0
95.0,130.0,3.0,3.0
72.0,45.0,2.0,1.0
84.0,104.0,3.0,3.0
101.0,48.0,2.0,1.0
70.0,48.0,2.0,1.0
72.0,48.0,2.0,1.0
70.0,48.0,2.0,1.0
72.0,50.0,2.0,1.0
70.0,45.0,2.0,1.0
70.0,115.0,3.0,2.0
131.0,140.0,3.0,1.0
164.0,95.0,3.0,2.0
72.0,42.0,2.0,1.0
81.0,81.0,3.0,1.0
72.0,42.0,2.0,1.0
84.0,40.0,2.0,2.0
81.0,81.0,3.0,1.0
164.0,95.0,3.0,2.0
72.0,42.0,2.0,1.0
84.0,40.0,2.0,2.0
164.0,95.0,3.0,2.0
94.0,70.0,3.0,2.0
75.0,50.0,2.0,1.0
131.0,140.0,3.0,1.0
131.0,140.0,3.0,1.0
108.0,90.0,2.0,1.0
131.0,140.0,3.0,1.0
108.0,90.0,2.0,1.0
131.0,140.0,3.0,1.0
108.0,90.0,2.0,1.0
164.0,95.0,3.0,2.0
72.0,52.0,3.0,1.0
70.0,48.0,2.0,1.0
72.0,45.0,2.0,1.0
84.0,70.0,3.0,2.0
124.0,75.0,3.0,3.0
234.0,150.0,3.0,3.0
234.0,150.0,3.0,3.0
84.0,76.0,3.0,2.0
98.0,68.0,3.0,1.0
72.0,90.0,3.0,2.0
72.0,72.0,2.0,1.0
60.0,60.0,3.0,2.0
72.0,90.0,3.0,2.0
98.0,68.0,3.0,1.0
72.0,72.0,2.0,1.0
72.0,72.0,2.0,1.0
72.0,72.0,2.0,1.0
86.0,50.0,2.0,1.0
72.0,90.0,3.0,2.0
96.0,71.0,2.0,1.0
60.0,38.0,2.0,1.0
96.0,71.0,2.0,1.0
72.0,72.0,2.0,1.0
72.0,90.0,3.0,2.0
98.0,68.0,3.0,1.0
96.0,71.0,2.0,1.0
60.0,38.0,2.0,1.0
84.0,71.0,3.0,2.0
89.0,80.0,3.0,2.0
81.0,70.0,3.0,2.0
60.0,54.0,3.0,2.0
67.0,65.0,3.0,2.0
78.0,45.0,2.0,2.0
78.0,36.0,2.0,1.0
66.0,56.0,3.0,2.0
74.0,36.0,2.0,1.0
95.0,100.0,3.0,3.0
66.0,56.0,3.0,2.0
66.0,56.0,3.0,2.0
120.0,150.0,4.0,3.0
60.0,60.0,3.0,2.0
60.0,36.0,2.0,1.0
60.0,38.0,2.0,1.0
96.0,75.0,3.0,3.0
167.0,160.0,2.0,3.0
113.0,150.0,2.0,2.0
72.0,140.0,3.0,3.0
167.0,160.0,2.0,3.0
96.0,75.0,3.0,3.0
96.0,75.0,3.0,3.0
72.0,140.0,3.0,3.0
151.0,150.0,4.0,3.0
95.0,105.0,3.0,2.0
42.0,66.0,3.0,2.0
108.0,90.0,2.0,1.0
96.0,75.0,3.0,3.0
167.0,160.0,2.0,3.0
113.0,150.0,2.0,2.0
72.0,140.0,3.0,3.0
151.0,150.0,4.0,3.0
113.0,150.0,2.0,2.0
78.0,110.0,3.0,3.0
151.0,150.0,4.0,3.0
180.0,112.0,3.0,3.0
151.0,150.0,4.0,3.0
96.0,75.0,3.0,3.0
112.0,180.0,3.0,3.0
112.0,180.0,3.0,3.0
167.0,160.0,2.0,3.0
72.0,140.0,3.0,3.0
70.0,45.0,2.0,1.0
84.0,155.0,3.0,3.0
67.0,90.0,4.0,3.0
305.0,200.0,3.0,3.0
164.0,104.0,3.0,3.0
86.0,50.0,2.0,1.0
164.0,104.0,3.0,3.0
119.0,90.0,3.0,2.0
84.0,48.0,2.0,1.0
84.0,48.0,2.0,1.0
96.0,71.0,2.0,1.0
86.0,50.0,2.0,1.0
105.0,60.0,2.0,1.0
120.0,140.0,3.0,2.0
105.0,60.0,2.0,1.0
164.0,104.0,3.0,3.0
90.0,70.0,3.0,2.0
119.0,90.0,3.0,2.0
90.0,135.0,2.0,2.0
84.0,48.0,2.0,1.0
98.0,78.0,2.0,3.0
120.0,140.0,3.0,2.0
164.0,104.0,3.0,3.0
220.0,180.0,3.0,3.0
140.0,140.0,3.0,2.0
160.0,230.0,4.0,3.0
90.0,70.0,2.0,1.0
180.0,200.0,3.0,4.0
119.0,90.0,3.0,2.0
119.0,90.0,3.0,2.0
71.0,61.0,3.0,2.0
90.0,70.0,2.0,1.0
90.0,70.0,2.0,1.0
180.0,200.0,3.0,4.0
115.0,145.0,3.0,3.0
90.0,45.0,2.0,2.0
106.0,150.0,3.0,3.0
106.0,150.0,3.0,3.0
106.0,150.0,3.0,3.0
106.0,150.0,3.0,3.0
150.0,115.0,3.0,3.0
194.0,120.0,3.0,4.0
55.0,55.0,2.0,2.0
180.0,200.0,3.0,4.0
98.0,68.0,3.0,1.0
115.0,145.0,3.0,3.0
90.0,45.0,2.0,2.0
115.0,145.0,3.0,3.0
